,Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,immo_code,Postcode,Price2,Price_orig,Terrace2,Province,Region
0,469000,Heidestatiestraat 26,3,D,390,0,1,0,760,34,4,0,0,0,1,0,0,2,Installed,0,10666428,2910,469000,€469000,1,Antwerpen,Flanders
1,1395000,"Rue de Wavre, 27",5,C,178,0,1,60,6468,50,4,1988,Good,0,2,3,1,4,Hyper equipped,Fuel oil,10666426,1301,1395000,€1395000,1,Brabant wallon,Wallonia
2,285000,Avenue de Longwy 340,2,D,299,0,0,0,0,0,2,0,Good,0,2,0,0,2,Installed,Electric,10666424,6700,285000,€285000,0,Luxembourg,Wallonia
3,285000,Avenue de Longwy 340,2,D,299,0,0,0,0,0,2,0,Good,0,2,0,0,2,Installed,Electric,10666423,6700,285000,€285000,0,Luxembourg,Wallonia
4,425000,"Grote steenweg, 511",2,C,254,0,1,4,0,40,0,0,As new,0,1,0,0,0,Installed,0,10666422,2000,425000,€425000,1,Antwerpen,Flanders
5,725000,Wichelsesteenweg 109,2,Not specified,Not specified,0,1,0,0,0,3,0,Good,0,1,0,0,1,0,0,10666421,9340,725000,€725000,1,Oost-Vlaanderen,Flanders
6,189000,Avenue Louis Libert 1,2,E,346,0,1,0,360,32,2,1934,Good,0,1,0,0,0,Semi equipped,Fuel oil,10666419,4460,189000,€189000,1,Liï¿½ge,Wallonia
7,399999,Avenue Louis Libert 1,4,C,228,0,1,0,1059,44,4,2004,To be done up,0,1,0,1,0,Semi equipped,Fuel oil,10666418,4920,399999,€399999,1,Liï¿½ge,Wallonia
8,324000,Goedehoopstraat 21,3,C,219,0,1,0,65,0,2,0,Good,0,1,0,1,3,0,0,10666417,2850,324000,€324000,1,Antwerpen,Flanders
9,324000,Goedehoopstraat 21,3,C,219,0,1,0,65,0,2,0,Good,0,1,0,1,3,0,0,10666416,2850,324000,€324000,1,Antwerpen,Flanders
10,269000,Affligemsestraat 443,3,D,396,0,0,0,115,24,3,0,Good,0,1,0,0,2,0,Gas,10666410,1770,269000,€269000,0,Vlaams-Brabant,Flanders
11,239000,Grote Baan 170,3,F,684,0,1,0,132,33,2,1952,Good,0,1,0,0,0,Hyper equipped,Electric,10666405,9300,239000,€239000,1,Oost-Vlaanderen,Flanders
12,335000,Leo de béthunelaan 8,4,Not specified,Not specified,0,1,0,0,0,2,0,0,0,1,0,0,0,Hyper equipped,0,10666403,9300,335000,€335000,1,Oost-Vlaanderen,Flanders
13,215000,Dorpsstraat 84,3,E,487,0,0,0,305,28,2,1946,To renovate,0,1,0,1,0,0,0,10666402,2170,215000,€215000,0,Antwerpen,Flanders
14,310000,Brusselbaan 110,3,B,155,0,1,8,60,33,2,1930,Good,0,1,0,0,0,Installed,Gas,10666396,9300,310000,€310000,1,Oost-Vlaanderen,Flanders
15,2950000,"Avenue de la Forêt de Soignes, 327",6,D,180,0,1,100,1800,80,4,0,As new,0,4,0,1,5,Hyper equipped,0,10666393,1180,2950000,€2950000,1,Brussels Hoofdstedelijk Gewest,Brussels
16,297000,Rondplein 14/2,3,B,199,0,1,0,562,28,4,1973,0,0,1,0,1,0,Hyper equipped,0,10666390,3970,297000,€297000,1,Limburg,Flanders
17,395000,Gitschotellei 153-157,3,B,162,0,0,0,161,42,2,0,Just renovated,0,1,0,0,1,0,0,10666385,2100,395000,€395000,0,Antwerpen,Flanders
18,125000,Brusselbaan 90,1,F,688,0,1,5,0,25,2,0,Good,0,1,0,0,1,Semi equipped,Gas,10506515,9300,125000,€125000,1,Oost-Vlaanderen,Flanders
19,125000,Brusselbaan 90,1,C,256,0,1,5,0,25,2,0,To be done up,0,1,0,0,0,Semi equipped,Gas,10506513,9300,125000,€125000,1,Oost-Vlaanderen,Flanders
20,125000,Brusselbaan 90,1,F,686,0,1,5,0,25,2,0,Good,0,1,0,0,1,Installed,Gas,10506511,9300,125000,€125000,1,Oost-Vlaanderen,Flanders
21,155000,Brusselbaan 90,2,E,467,0,0,0,0,40,2,0,Good,0,1,0,0,1,Semi equipped,Gas,10506510,9300,155000,€155000,0,Oost-Vlaanderen,Flanders
22,259000,"Capucienenlaan, 1",4,C,238,0,1,0,150,32,2,0,0,0,1,0,0,1,USA installed,Gas,10666384,9300,259000,€259000,1,Oost-Vlaanderen,Flanders
23,1990000,Chaussée de Waterloo 1382,5,A,31.76,0,1,40,1184,65,4,2018,As new,0,3,1,1,5,USA hyper equipped,0,10666382,1180,1990000,€1990000,1,Brussels Hoofdstedelijk Gewest,Brussels
24,595000,Chaussée de Waterloo 1382,3,D,190,0,1,7,0,54,2,1937,Good,0,2,1,1,2,Hyper equipped,Fuel oil,10666381,1200,595000,€595000,1,Brussels Hoofdstedelijk Gewest,Brussels
25,700000,Voie de L'air Pur 211,3,C,218,0,1,0,3190,50,4,1993,As new,0,1,0,1,2,Installed,Fuel oil,10666371,4877,700000,€700000,1,Liï¿½ge,Wallonia
26,875000,Kempischveldweg 34,5,B,187,0,1,0,2146,46,4,1972,Good,0,2,0,1,0,USA hyper equipped,Gas,10666368,2930,875000,€875000,1,Antwerpen,Flanders
27,1295000,Kempischveldweg 34,5,C,206,0,1,0,2710,0,4,1895,As new,0,2,0,1,0,Hyper equipped,0,10666367,2180,1295000,€1295000,1,Antwerpen,Flanders
28,341850,Eikenenweg 73/1,2,Not specified,Not specified,0,1,32,268,0,3,0,As new,0,2,0,0,0,Hyper equipped,0,10666365,3990,341850,€341850,1,Limburg,Flanders
29,394050,Eikenenweg 73/1,3,Not specified,Not specified,0,1,29,268,0,3,0,As new,0,1,0,0,0,Hyper equipped,0,10666363,3990,394050,€394050,1,Limburg,Flanders
30,570000,Eikenenweg 73/1,2,Not specified,Not specified,0,1,40,0,0,2,0,As new,0,1,0,0,0,Hyper equipped,0,10666361,3500,570000,€570000,1,Limburg,Flanders
31,278887,Eikenenweg 73/1,1,Not specified,Not specified,0,1,7,0,0,2,0,0,0,1,0,0,0,0,0,10666360,3500,278887,€278887,1,Limburg,Flanders
32,595000,Koninlijkelaan 42,4,C,230,0,1,0,333,0,3,0,As new,0,2,0,0,0,0,Gas,10666355,2660,595000,€595000,1,Antwerpen,Flanders
33,325000,Steenweg 299,4,C,211,0,1,0,222,28,3,0,Good,0,1,0,0,0,Installed,Gas,10666354,9300,325000,€325000,1,Oost-Vlaanderen,Flanders
34,469000,"Avenue des Cerisiers, 212",4,F,283,0,1,40,343,40,3,1963,As new,0,1,1,1,2,Hyper equipped,0,10666352,1020,469000,€469000,1,Brussels Hoofdstedelijk Gewest,Brussels
35,240000,"Avenue des Cerisiers, 212",2,E,221,0,1,17,0,28,0,1964,To renovate,0,1,1,0,1,Semi equipped,Gas,10666348,1200,240000,€240000,1,Brussels Hoofdstedelijk Gewest,Brussels
36,299000,"Avenue des Cerisiers, 212",3,D,178,0,1,9,0,30,2,1964,To renovate,0,1,0,0,1,0,Fuel oil,10666347,1200,299000,€299000,1,Brussels Hoofdstedelijk Gewest,Brussels
37,523265,Den Triangel 2,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10666342,9930,523265,€523265,0,,
38,215000,Den Triangel 2,2,B,109,0,1,0,0,0,3,2012,As new,0,1,0,0,1,USA hyper equipped,0,10560725,8810,215000,€215000,1,West-Vlaanderen,Flanders
39,400742,Den Triangel 2,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10666337,8770,400742,€400742,0,West-Vlaanderen,Flanders
40,508496,"Kerkstraat, 38",3,Not specified,Not specified,0,1,0,490,0,4,0,As new,0,1,0,0,2,0,0,10666336,3200,508496,€508496,1,Vlaams-Brabant,Flanders
41,426974,"Kerkstraat, 38",3,Not specified,Not specified,0,1,0,563,0,4,0,As new,0,1,0,0,2,0,0,10666335,1570,426974,€426974,1,Vlaams-Brabant,Flanders
42,200000,Avenue Baron Albert d'Huart 130,2,E,274,0,1,5,0,30,0,1970,To renovate,0,1,1,0,0,Installed,Gas,10666334,1030,200000,€200000,1,Brussels Hoofdstedelijk Gewest,Brussels
43,175000,Kerkstraat 64,2,E,411,0,0,0,260,0,2,0,To be done up,0,1,0,0,1,Installed,Gas,10666333,9160,175000,€175000,0,Oost-Vlaanderen,Flanders
44,950000,Chaussée de Marche 474,5,C,234,0,1,120,24347,40,4,1989,As new,0,2,2,0,2,Installed,Fuel oil,10666313,5150,950000,€950000,1,Namur,Wallonia
45,840000,Rue Belliard 200,5,F,325,0,1,5,0,36,3,1931,As new,0,3,3,1,4,Hyper equipped,Gas,10666312,1150,840000,€840000,1,Brussels Hoofdstedelijk Gewest,Brussels
46,1400000,Rue Belliard 200,8,E,253,0,1,0,305,389,2,1912,Good,0,4,116,1,2,Installed,Gas,10666309,1030,1400000,€1400000,1,Brussels Hoofdstedelijk Gewest,Brussels
47,570000,Rue Belliard 200,2,G,733,0,1,8,0,55,2,1960,Just renovated,0,1,0,0,2,USA hyper equipped,Fuel oil,10666308,1040,570000,€570000,1,Brussels Hoofdstedelijk Gewest,Brussels
48,840000,Rue Belliard 200,5,F,325,0,1,5,0,36,3,1931,As new,0,3,0,1,4,Hyper equipped,Gas,10666307,1160,840000,€840000,1,Brussels Hoofdstedelijk Gewest,Brussels
49,525000,Joseph Durieux 151,3,C,173,0,1,50,0,20,3,0,0,0,0,2,1,4,Hyper equipped,0,10666301,5100,525000,€525000,1,Namur,Wallonia
50,189000,Joseph Durieux 151,3,G,557,0,1,27,0,0,3,0,Good,0,1,0,0,1,Semi equipped,Fuel oil,10666300,5070,189000,€189000,1,Namur,Wallonia
51,700000,Joseph Durieux 151,3,C,223,0,1,80,12748,70,4,0,0,0,1,1,1,2,USA hyper equipped,Gas,10666299,5020,700000,€700000,1,Namur,Wallonia
52,700000,Joseph Durieux 151,3,C,223,0,1,80,12748,70,4,0,0,0,1,1,1,2,USA hyper equipped,Gas,10666298,5020,700000,€700000,1,Namur,Wallonia
53,250000,Joseph Durieux 151,4,G,590,0,1,30,1651,50,4,1980,To be done up,0,1,0,1,2,Semi equipped,Fuel oil,10666296,5640,250000,€250000,1,Namur,Wallonia
54,250000,Joseph Durieux 151,4,G,590,0,1,30,1651,50,4,1980,To be done up,0,1,0,1,2,Semi equipped,Fuel oil,10666292,5650,250000,€250000,1,Namur,Wallonia
55,259000,Joseph Durieux 151,3,Not specified,Not specified,0,0,0,880,23,4,2010,0,0,1,0,0,2,0,Fuel oil,10666291,5070,259000,€259000,0,Namur,Wallonia
56,425000,Joseph Durieux 151,3,E,400,0,1,40,5135,50,4,0,0,0,2,0,1,3,USA installed,Fuel oil,10666290,5101,425000,€425000,1,Namur,Wallonia
57,399000,Joseph Durieux 151,4,D,302,0,1,60,5000,56,4,0,To be done up,0,2,0,1,2,0,0,10666289,5190,399000,€399000,1,Namur,Wallonia
58,189000,Joseph Durieux 151,3,G,557,0,1,27,0,0,3,0,Good,0,1,0,0,1,Semi equipped,Fuel oil,10666284,5070,189000,€189000,1,Namur,Wallonia
59,700000,Joseph Durieux 151,3,C,223,0,1,80,12748,70,4,0,0,0,1,1,1,2,USA hyper equipped,Gas,10666283,5020,700000,€700000,1,Namur,Wallonia
60,620000,Avenue Louise 589,2,B,82,0,1,40,0,50,2,2005,As new,0,1,0,1,2,USA hyper equipped,Gas,10666278,1170,620000,€620000,1,Brussels Hoofdstedelijk Gewest,Brussels
61,245000,Avenue François Sebrechts 26,2,E,250,0,1,8,0,30,0,1969,As new,0,1,0,0,1,Hyper equipped,0,10666277,1090,245000,€245000,1,Brussels Hoofdstedelijk Gewest,Brussels
62,585000,Porte d'Ogy 78,5,G,848,0,1,0,3500,0,4,0,0,0,1,0,0,2,Installed,Fuel oil,10666272,7880,585000,€585.000.,1,Hainaut,Wallonia
63,585000,Porte d'Ogy 78,5,G,848,0,1,0,3500,0,4,0,0,0,1,0,0,2,Installed,Fuel oil,10666271,7880,585000,€585.000.,1,Hainaut,Wallonia
64,20000,Alphonse Claeys-Bouüaertlaan 57/001,2,D,312,0,0,0,0,0,0,1968,To be done up,0,1,0,0,0,0,Gas,10666267,9032,20000,€20.000.,0,Oost-Vlaanderen,Flanders
65,20000,Alphonse Claeys-Bouüaertlaan 57/001,2,D,312,0,0,0,0,0,0,1968,To be done up,0,1,0,0,0,0,Gas,10666266,9000,20000,€20.000.,0,Oost-Vlaanderen,Flanders
66,339000,Alphonse Claeys-Bouüaertlaan 57/001,5,C,295,0,0,0,70,0,0,1899,To be done up,0,1,0,0,0,Semi equipped,Gas,10666265,9050,339000,€339000,0,Oost-Vlaanderen,Flanders
67,339000,Alphonse Claeys-Bouüaertlaan 57/001,5,C,295,0,0,0,70,0,0,1899,To be done up,0,1,0,0,0,Semi equipped,Gas,10666264,9050,339000,€339000,0,Oost-Vlaanderen,Flanders
68,235000,Betekomsesteenweg 69F,2,D,398,0,0,0,174,0,0,1951,To renovate,0,1,0,1,1,0,Gas,10666262,3200,235000,€235000,0,Vlaams-Brabant,Flanders
69,269950,Koeltorenlaan 11/3,3,E,496,0,1,21,0,28,0,1963,0,0,1,0,0,0,Installed,Gas,10666261,3580,269950,€269950,1,Limburg,Flanders
70,845000,Jan Palfijnstraat 1A,4,D,396,0,0,0,6720,56,0,1966,0,0,1,0,1,0,Hyper equipped,Electric,10666257,8800,845000,€845000,0,West-Vlaanderen,Flanders
71,419000,Vrijheidsplein 19,3,F,872,0,1,0,1425,0,0,1965,To renovate,0,1,0,1,1,Installed,Electric,10666255,9240,419000,€419000,1,Oost-Vlaanderen,Flanders
72,397000,"Uitbreidingstraat 84,",5,D,318,0,0,0,273,36,0,1938,0,0,1,0,1,0,Installed,Gas,10666254,2170,397000,€397000,0,Antwerpen,Flanders
73,155000,"Uitbreidingstraat 84,",2,B,192,0,0,0,0,25,0,0,0,0,0,0,0,0,Installed,Gas,10666253,2660,155000,€155000,0,Antwerpen,Flanders
74,255000,Herdersstraat 5,2,Not specified,Not specified,0,0,0,0,0,0,2023,Good,0,1,1,0,1,Installed,Gas,10666250,2610,255000,€255000,0,Antwerpen,Flanders
75,270000,Herdersstraat 5,2,Not specified,Not specified,0,0,0,0,0,0,2023,Good,0,1,1,0,1,Installed,Gas,10666249,2610,270000,€270000,0,Antwerpen,Flanders
76,299500,Vrijdagmarkt 4,3,Not specified,Not specified,0,0,0,699,0,0,0,Good,0,1,0,0,0,0,0,10644987,8870,299500,€299500,0,West-Vlaanderen,Flanders
77,299500,Vrijdagmarkt 4,3,Not specified,Not specified,0,0,0,699,0,0,0,Good,0,1,0,0,0,0,0,10581762,8870,299500,€299500,0,West-Vlaanderen,Flanders
78,180000,Katelijnestraat 137,3,B,155,0,1,0,0,0,0,1974,As new,0,1,0,0,1,0,0,10666243,8310,180000,€180000,1,West-Vlaanderen,Flanders
79,750000,Jan Stasstraat 3,3,C,213,0,1,96,0,0,0,0,As new,0,3,0,1,0,Hyper equipped,Gas,10545687,3020,750000,€750000,1,Vlaams-Brabant,Flanders
80,298000,Jan Stasstraat 3,1,B,166,0,1,5,0,0,0,2012,0,0,1,0,0,0,0,Gas,10666242,3000,298000,€298000,1,Vlaams-Brabant,Flanders
81,280000,Jan Stasstraat 3,2,C,228,0,0,0,0,0,0,1967,Good,0,1,0,0,1,0,Gas,10666241,3001,280000,€280000,0,Vlaams-Brabant,Flanders
82,265000,Pastoor Mellaertstraat 60,2,B,125,0,1,0,0,0,0,2003,As new,0,1,0,0,2,0,Gas,10666239,2500,265000,€265000,1,Antwerpen,Flanders
83,349000,Artanlaan 2,2,A,100,0,1,0,0,0,0,2003,As new,0,1,0,0,2,0,0,10563903,8400,349000,€349000,1,West-Vlaanderen,Flanders
84,549950,Kolonel Dusartplein 16,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10666232,3500,549950,€549950,0,Limburg,Flanders
85,615000,Artanlaan 2,6,C,218,0,1,0,727,0,0,1968,To renovate,0,1,0,0,0,0,0,10666231,8670,615000,€615000,1,West-Vlaanderen,Flanders
86,825000,Artanlaan 2,2,B,108,0,1,0,0,0,0,2003,0,0,2,0,0,1,0,Gas,10666229,8670,825000,€825000,1,West-Vlaanderen,Flanders
87,439000,Artanlaan 2,5,B,175,0,1,0,237,0,0,0,0,0,4,0,0,4,0,0,10666228,8400,439000,€439000,1,West-Vlaanderen,Flanders
88,225000,Artanlaan 2,3,F,631,0,0,0,0,0,0,1953,To be done up,0,1,0,0,1,0,0,10666227,8620,225000,€225000,0,West-Vlaanderen,Flanders
89,3095000,Artanlaan 2,3,C,220,0,1,0,0,0,0,1994,As new,0,2,0,0,3,Hyper equipped,Electric,10666226,8670,3095000,€3095000,1,West-Vlaanderen,Flanders
90,441493,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,684,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,10666224,7170,441493,€441493,0,Hainaut,Wallonia
91,518745,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,2627,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,10666223,7332,518745,€518745,0,Hainaut,Wallonia
92,572412,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,1500,0,0,0,0,0,2,0,0,2,Hyper equipped,Gas,10666222,7802,572412,€572412,0,Hainaut,Wallonia
93,670948,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,2847,0,0,0,0,0,2,0,0,3,Hyper equipped,Gas,10666221,7334,670948,€670948,0,Hainaut,Wallonia
94,504582,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,212,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,10666219,1745,504582,€504582,0,Vlaams-Brabant,Flanders
95,518270,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,453,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,10666218,1745,518270,€518270,0,Vlaams-Brabant,Flanders
96,578078,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,550,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,10666217,1540,578078,€578078,0,Vlaams-Brabant,Flanders
97,606576,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,420,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,10666216,1702,606576,€606576,0,Vlaams-Brabant,Flanders
98,845769,LEOPOLDSTRAAT 162,4,Not specified,Not specified,0,0,0,798,0,0,0,0,0,1,0,1,2,Hyper equipped,Gas,10666215,1785,845769,€845769,0,Vlaams-Brabant,Flanders
99,597319,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,400,0,0,0,0,0,1,0,1,2,Hyper equipped,Gas,10666214,1760,597319,€597319,0,Vlaams-Brabant,Flanders
100,674717,LEOPOLDSTRAAT 162,4,Not specified,Not specified,0,0,0,1419,0,0,0,0,0,2,0,0,2,Hyper equipped,Gas,10666213,9940,674717,€674717,0,Oost-Vlaanderen,Flanders
101,790088,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,1833,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,10666212,9990,790088,€790088,0,Oost-Vlaanderen,Flanders
102,596531,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,1002,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,10666211,8940,596531,€596531,0,West-Vlaanderen,Flanders
103,754339,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,1518,0,0,0,0,0,1,0,1,2,Hyper equipped,Gas,10666210,1602,754339,€754339,0,Vlaams-Brabant,Flanders
104,507661,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,792,0,0,0,0,0,1,0,1,2,Hyper equipped,Gas,10666209,8970,507661,€507661,0,West-Vlaanderen,Flanders
105,491357,LEOPOLDSTRAAT 162,4,Not specified,Not specified,0,0,0,383,0,0,0,0,0,2,0,0,2,Hyper equipped,Gas,10666208,8600,491357,€491357,0,West-Vlaanderen,Flanders
106,534415,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,938,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,10666207,9600,534415,€534415,0,Oost-Vlaanderen,Flanders
107,479414,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,1231,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,10666206,9660,479414,€479414,0,Oost-Vlaanderen,Flanders
108,469272,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,300,0,0,0,0,0,2,0,0,2,Hyper equipped,Gas,10666203,7911,469272,€469272,0,Hainaut,Wallonia
109,454945,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,786,0,0,0,0,0,1,0,1,2,Hyper equipped,Gas,10666202,7331,454945,€454945,0,Hainaut,Wallonia
110,694203,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,189,0,0,0,0,0,1,0,1,1,0,0,10666201,1790,694203,€694203,0,Vlaams-Brabant,Flanders
111,752984,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,258,0,0,0,0,0,1,0,0,1,0,0,10666200,1790,752984,€752984,0,Vlaams-Brabant,Flanders
112,435000,Vrijheidstraat 41,4,D,354,0,1,0,314,48,0,1960,0,0,1,0,1,2,0,0,10666198,9300,435000,€435000,1,Oost-Vlaanderen,Flanders
113,399000,Blancefloerlaan 50,2,C,236,0,1,0,195,0,0,0,As new,0,1,0,0,1,0,0,10608330,2150,399000,€399000,1,Antwerpen,Flanders
114,239000,Dorpsstraat 9,3,E,497,0,0,0,913,38,0,1959,To renovate,0,1,0,0,1,0,0,10666195,3560,239000,€239000,0,Limburg,Flanders
115,249000,Marktplein 14,3,D,360,0,1,0,285,0,0,0,To be done up,0,2,0,0,2,0,0,10666194,8520,249000,€249000,1,West-Vlaanderen,Flanders
116,470000,Marktplein 14,2,F,550,0,0,0,4044,0,0,1973,0,0,1,0,0,1,0,0,10666193,8830,470000,€470000,0,West-Vlaanderen,Flanders
117,235000,Marktplein 14,2,A,79,1,1,0,0,0,0,2016,0,0,1,0,0,1,0,0,10666192,8810,235000,€235000,1,West-Vlaanderen,Flanders
118,249000,Oude Vest 90/1,3,F,667,0,0,0,148,28,0,0,As new,0,1,0,0,1,Installed,Gas,10666191,9200,249000,€249000,0,Oost-Vlaanderen,Flanders
119,385000,"Het Dorlik, 16",3,Not specified,Not specified,0,0,0,0,0,0,2019,0,0,1,0,0,0,0,0,10666188,3500,385000,€385000,0,Limburg,Flanders
120,149000,"Het Dorlik, 16",3,F,604,0,0,0,450,0,0,0,To renovate,0,1,0,0,0,0,0,10666187,3270,149000,€149000,0,Vlaams-Brabant,Flanders
121,239000,"Het Dorlik, 16",2,D,333,0,1,0,85,0,0,0,To renovate,0,1,0,0,1,Not installed,Gas,10666186,3800,239000,€239000,1,Limburg,Flanders
122,524900,"Het Dorlik, 16",3,C,240,0,1,0,220,0,0,0,0,0,1,0,0,0,Installed,Gas,10666184,3500,524900,€524900,1,Limburg,Flanders
123,699000,"Het Dorlik, 16",2,B,121,0,1,0,215,0,0,1920,0,0,1,0,1,2,Installed,Gas,10666183,3500,699000,€699000,1,Limburg,Flanders
124,285000,"Het Dorlik, 16",3,B,154,0,1,0,20060,0,0,2016,0,0,1,0,0,0,Installed,Gas,10666182,3600,285000,€285000,1,Limburg,Flanders
125,365000,Mechelbaan 445,3,F,533,0,1,0,935,0,0,1962,To renovate,0,1,0,0,1,Installed,Gas,10666180,2580,365000,€365000,1,Antwerpen,Flanders
126,625000,Mechelbaan 445,3,A,100,0,0,0,496,0,0,2018,0,0,1,0,0,2,Hyper equipped,Gas,10666179,2580,625000,€625000,0,Antwerpen,Flanders
127,348000,Mechelbaan 445,3,B,145,0,1,0,0,0,0,2008,0,0,1,0,0,2,Installed,Gas,10666178,2220,348000,€348000,1,Antwerpen,Flanders
128,445000,Dorp 32 A,5,A,40,0,0,0,235,0,0,0,0,0,2,0,1,2,0,0,10666177,9890,445000,€445000,0,Oost-Vlaanderen,Flanders
129,375000,Dorp 32 A,5,A,40,0,1,0,235,0,0,0,0,0,2,0,0,0,0,0,10666176,9890,375000,€375000,1,Oost-Vlaanderen,Flanders
130,199000,Avenue Louise 120 (4e étage),2,E,216,0,1,0,0,32,2,1975,Good,0,1,1,0,1,Not installed,Fuel oil,10667177,1080,199000,€199000,1,Brussels Hoofdstedelijk Gewest,Brussels
131,435000,Vrijheid 147,2,Not specified,Not specified,0,1,14,0,0,3,0,Good,0,2,0,0,0,Hyper equipped,Gas,10667173,2390,435000,€435000,1,Antwerpen,Flanders
132,435000,Vrijheid 147,2,Not specified,Not specified,0,1,14,0,0,3,0,Good,0,2,0,0,0,Hyper equipped,Gas,10667172,2390,435000,€435000,1,Antwerpen,Flanders
133,780000,Place Communale 8,5,F,339,0,1,3,100,15,2,1930,To be done up,0,1,2,0,3,Hyper equipped,Gas,10667169,1040,780000,€780000,1,Brussels Hoofdstedelijk Gewest,Brussels
134,88000,Avenue Paul pastur 380,3,F,486,0,0,0,139,23,2,0,0,0,1,1,0,2,Installed,Fuel oil,10667167,5670,88000,€88000,0,Namur,Wallonia
135,238000,Avenue Paul pastur 380,3,C,184,0,1,40,200,38,2,0,0,0,1,0,0,1,Installed,Gas,10667166,6210,238000,€238000,1,Hainaut,Wallonia
136,395000,Avenue Paul pastur 380,2,C,228,0,1,20,1085,48,4,0,0,0,1,0,0,1,Installed,Fuel oil,10667165,6534,395000,€395000,1,Hainaut,Wallonia
137,229000,Hulstedorp 18,3,E,460,0,0,0,313,0,3,0,To be done up,0,0,0,0,1,Semi equipped,Gas,10667164,8540,229000,€229000,0,West-Vlaanderen,Flanders
138,295000,Rue Haute 2,2,E,252,0,1,9,0,13,2,2007,Good,0,1,1,0,1,Installed,Electric,10667161,1080,295000,€295000,1,Brussels Hoofdstedelijk Gewest,Brussels
139,850000,Korenmarkt 55,3,B,194,0,1,0,1366,20,4,1994,0,0,1,2,1,2,0,0,10667156,3140,850000,€850000,1,Vlaams-Brabant,Flanders
140,257663,Overleiestraat 79,2,Not specified,Not specified,0,0,0,179,0,3,2021,0,0,1,0,0,0,0,Gas,10289078,8550,257663,€257663,0,West-Vlaanderen,Flanders
141,539000,Rue de Wand 25,4,F,301,0,1,11,0,32,2,1956,0,0,2,0,0,3,Installed,Fuel oil,10667154,1020,539000,€539000,1,Brussels Hoofdstedelijk Gewest,Brussels
142,399000,Vrijheid 147,2,Not specified,Not specified,0,1,20,0,0,3,0,Good,0,1,0,0,0,Hyper equipped,Gas,10667152,2390,399000,€399000,1,Antwerpen,Flanders
143,399000,Vrijheid 147,2,Not specified,Not specified,0,1,20,0,0,3,0,Good,0,1,0,0,0,Hyper equipped,Gas,10667149,2390,399000,€399000,1,Antwerpen,Flanders
144,349000,Kasteeldreef 15,2,D,385,0,1,12,0,43,2,1979,To renovate,0,1,0,0,0,0,Gas,10667148,9120,349000,€349000,1,Oost-Vlaanderen,Flanders
145,248565,Overleiestraat 79,2,Not specified,Not specified,0,0,0,179,0,3,2021,0,0,1,0,0,0,0,Gas,10667147,8550,248565,€248565,0,West-Vlaanderen,Flanders
146,453000,Kapelanielaan 9c,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10667129,9280,453000,€453000,0,Oost-Vlaanderen,Flanders
147,575000,Dorp 41,2,E,438,0,0,0,808,36,4,1989,Good,0,1,0,0,0,0,Electric,10667127,9290,575000,€575000,0,Oost-Vlaanderen,Flanders
148,399500,Stationsstraat 73,3,Not specified,Not specified,0,0,0,461,0,3,2022,As new,0,1,0,1,2,Hyper equipped,Gas,10667121,3945,399500,€399500,0,Limburg,Flanders
