,Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,immo_code,Postcode,Price2,Price_orig,Terrace2,Province,Region
601,185000,Hallaarstraat 17/2,1,B,157,0,1,26,0,35,2,2011,Good,0,1,0,0,1,Installed,Gas,10665963,2830,185000,€185000,1,Antwerpen,Flanders
602,415000,Brusselsesteenweg 690,2,Not specified,Not specified,0,1,27,0,23,4,2022,0,0,1,0,0,1,Hyper equipped,Gas,10665961,9051,415000,€415000,1,Oost-Vlaanderen,Flanders
603,430146,Brusselsesteenweg 690,2,Not specified,Not specified,0,1,31,0,33,0,2021,0,0,1,0,0,1,0,Gas,10665960,9052,430146,€430146,1,Oost-Vlaanderen,Flanders
604,445520,Brusselsesteenweg 690,2,Not specified,Not specified,0,1,31,0,33,0,2021,0,0,1,0,0,1,0,Gas,10665959,9052,445520,€445520,1,Oost-Vlaanderen,Flanders
605,292906,Brusselsesteenweg 690,1,Not specified,Not specified,0,1,25,0,28,0,2021,0,0,1,0,0,1,0,Gas,10665958,9052,292906,€292906,1,Oost-Vlaanderen,Flanders
606,294800,Brusselsesteenweg 690,1,Not specified,Not specified,0,1,25,0,28,0,2021,0,0,1,0,0,1,0,Gas,10665957,9052,294800,€294800,1,Oost-Vlaanderen,Flanders
607,430146,Brusselsesteenweg 690,2,Not specified,Not specified,0,1,31,0,33,0,2021,0,0,1,0,0,1,0,Gas,10665955,9000,430146,€430146,1,Oost-Vlaanderen,Flanders
608,445520,Brusselsesteenweg 690,2,Not specified,Not specified,0,1,31,0,33,0,2021,0,0,1,0,0,1,0,Gas,10665953,9000,445520,€445520,1,Oost-Vlaanderen,Flanders
609,292906,Brusselsesteenweg 690,1,Not specified,Not specified,0,1,25,0,28,0,2021,0,0,1,0,0,1,0,Gas,10665952,9000,292906,€292906,1,Oost-Vlaanderen,Flanders
610,294800,Brusselsesteenweg 690,1,Not specified,Not specified,0,1,25,0,28,0,2021,0,0,1,0,0,1,0,Gas,10665951,9000,294800,€294800,1,Oost-Vlaanderen,Flanders
611,325000,Brusselsesteenweg 690,2,A,25,0,1,15,0,36,0,2025,0,0,1,0,0,1,Hyper equipped,0,10665949,9051,325000,€325000,1,Oost-Vlaanderen,Flanders
612,280000,Brusselsesteenweg 690,2,A,25,0,1,14,0,24,0,2025,0,0,1,0,0,0,Hyper equipped,0,10665948,9051,280000,€280000,1,Oost-Vlaanderen,Flanders
613,265000,Brusselsesteenweg 690,1,A,25,0,1,10,0,15,0,2025,0,0,1,0,0,0,Hyper equipped,0,10665947,9051,265000,€265000,1,Oost-Vlaanderen,Flanders
614,400000,Brusselsesteenweg 690,3,A,18,0,1,27,0,38,0,2025,0,0,2,0,0,1,Hyper equipped,0,10665946,9051,400000,€400000,1,Oost-Vlaanderen,Flanders
615,320000,Brusselsesteenweg 690,2,A,25,0,1,11,0,35,0,2025,0,0,1,0,0,1,Hyper equipped,0,10665945,9051,320000,€320000,1,Oost-Vlaanderen,Flanders
616,330000,Brusselsesteenweg 690,2,A,25,0,1,13,0,32,0,2025,0,0,1,0,0,0,Hyper equipped,0,10665944,9051,330000,€330000,1,Oost-Vlaanderen,Flanders
617,320000,Brusselsesteenweg 690,2,A,25,0,1,13,0,34,0,2025,0,0,1,0,0,1,Hyper equipped,0,10665943,9000,320000,€320000,1,Oost-Vlaanderen,Flanders
618,325000,Brusselsesteenweg 690,2,A,25,0,1,15,0,36,0,2025,0,0,1,0,0,1,Hyper equipped,0,10665942,9000,325000,€325000,1,Oost-Vlaanderen,Flanders
619,280000,Brusselsesteenweg 690,2,A,25,0,1,14,0,24,0,2025,0,0,1,0,0,0,Hyper equipped,0,10665941,9000,280000,€280000,1,Oost-Vlaanderen,Flanders
620,265000,Brusselsesteenweg 690,1,A,25,0,1,10,0,15,0,2025,0,0,1,0,0,0,Hyper equipped,0,10665940,9000,265000,€265000,1,Oost-Vlaanderen,Flanders
621,400000,Brusselsesteenweg 690,3,A,18,0,1,27,0,38,0,2025,0,0,2,0,0,1,Hyper equipped,0,10665939,9000,400000,€400000,1,Oost-Vlaanderen,Flanders
622,320000,Brusselsesteenweg 690,2,A,25,0,1,11,0,35,0,2025,0,0,1,0,0,1,Hyper equipped,0,10665938,9000,320000,€320000,1,Oost-Vlaanderen,Flanders
623,330000,Brusselsesteenweg 690,2,A,25,0,1,13,0,32,0,2025,0,0,1,0,0,0,Hyper equipped,0,10665937,9000,330000,€330000,1,Oost-Vlaanderen,Flanders
624,365000,Brusselsesteenweg 690,2,Not specified,Not specified,0,1,16,0,0,0,2023,As new,0,0,0,0,0,Installed,0,10665936,9052,365000,€365000,1,Oost-Vlaanderen,Flanders
625,340000,Brusselsesteenweg 690,2,Not specified,Not specified,0,1,9,0,0,0,2023,As new,0,0,0,0,0,Installed,0,10665935,9052,340000,€340000,1,Oost-Vlaanderen,Flanders
626,365000,Brusselsesteenweg 690,2,Not specified,Not specified,0,1,11,0,0,0,2023,As new,0,0,0,0,0,Installed,0,10665934,9052,365000,€365000,1,Oost-Vlaanderen,Flanders
627,312000,Brusselsesteenweg 690,1,Not specified,Not specified,0,1,10,0,0,0,2023,As new,0,0,0,0,0,Installed,0,10665933,9052,312000,€312000,1,Oost-Vlaanderen,Flanders
628,437500,Brusselsesteenweg 690,3,Not specified,Not specified,0,1,19,0,0,0,2023,As new,0,0,0,0,0,Installed,0,10665932,9052,437500,€437500,1,Oost-Vlaanderen,Flanders
629,375000,Brusselsesteenweg 690,2,Not specified,Not specified,0,1,11,0,0,0,2023,As new,0,0,0,0,0,Installed,0,10665931,9052,375000,€375000,1,Oost-Vlaanderen,Flanders
630,370000,Brusselsesteenweg 690,2,Not specified,Not specified,0,1,10,0,0,0,2023,As new,0,0,0,0,0,Installed,0,10665930,9052,370000,€370000,1,Oost-Vlaanderen,Flanders
631,395000,Brusselsesteenweg 690,3,Not specified,Not specified,0,1,15,0,0,0,2023,As new,0,0,0,0,0,Installed,0,10665929,9052,395000,€395000,1,Oost-Vlaanderen,Flanders
632,685000,Brusselsesteenweg 690,3,Not specified,Not specified,0,1,147,0,0,0,2024,As new,0,0,0,0,0,Installed,0,10665928,9052,685000,€685000,1,Oost-Vlaanderen,Flanders
633,595000,Brusselsesteenweg 690,4,Not specified,Not specified,0,1,22,0,0,0,2024,As new,0,0,0,0,0,Installed,0,10665927,9052,595000,€595000,1,Oost-Vlaanderen,Flanders
634,545000,Brusselsesteenweg 690,4,Not specified,Not specified,0,1,22,0,0,0,2024,As new,0,0,0,0,0,Installed,0,10665926,9052,545000,€545000,1,Oost-Vlaanderen,Flanders
635,519000,Brusselsesteenweg 690,4,Not specified,Not specified,0,1,26,0,0,0,2024,As new,0,0,0,0,0,Installed,0,10665925,9052,519000,€519000,1,Oost-Vlaanderen,Flanders
636,560000,Brusselsesteenweg 690,4,Not specified,Not specified,0,1,26,0,0,0,2024,As new,0,0,0,0,0,Installed,0,10665924,9052,560000,€560000,1,Oost-Vlaanderen,Flanders
637,365000,Brusselsesteenweg 690,2,Not specified,Not specified,0,1,16,0,0,0,2023,As new,0,0,0,0,0,Installed,0,10665923,9000,365000,€365000,1,Oost-Vlaanderen,Flanders
638,365000,Brusselsesteenweg 690,2,Not specified,Not specified,0,1,11,0,0,0,2023,As new,0,0,0,0,0,Installed,0,10665922,9000,365000,€365000,1,Oost-Vlaanderen,Flanders
639,312000,Brusselsesteenweg 690,1,Not specified,Not specified,0,1,10,0,0,0,2023,As new,0,0,0,0,0,Installed,0,10665921,9000,312000,€312000,1,Oost-Vlaanderen,Flanders
640,437500,Brusselsesteenweg 690,3,Not specified,Not specified,0,1,19,0,0,0,2023,As new,0,0,0,0,0,Installed,0,10665920,9000,437500,€437500,1,Oost-Vlaanderen,Flanders
641,375000,Brusselsesteenweg 690,2,Not specified,Not specified,0,1,11,0,0,0,2023,As new,0,0,0,0,0,Installed,0,10665919,9000,375000,€375000,1,Oost-Vlaanderen,Flanders
642,370000,Brusselsesteenweg 690,2,Not specified,Not specified,0,1,10,0,0,0,2023,As new,0,0,0,0,0,Installed,0,10665918,9000,370000,€370000,1,Oost-Vlaanderen,Flanders
643,395000,Brusselsesteenweg 690,3,Not specified,Not specified,0,1,15,0,0,0,2023,As new,0,0,0,0,0,Installed,0,10665917,9000,395000,€395000,1,Oost-Vlaanderen,Flanders
644,685000,Brusselsesteenweg 690,3,Not specified,Not specified,0,1,147,0,0,0,2024,As new,0,0,0,0,0,Installed,0,10665916,9000,685000,€685000,1,Oost-Vlaanderen,Flanders
645,595000,Brusselsesteenweg 690,4,Not specified,Not specified,0,1,22,0,0,0,2024,As new,0,0,0,0,0,Installed,0,10665915,9000,595000,€595000,1,Oost-Vlaanderen,Flanders
646,545000,Brusselsesteenweg 690,4,Not specified,Not specified,0,1,22,0,0,0,2024,As new,0,0,0,0,0,Installed,0,10665914,9000,545000,€545000,1,Oost-Vlaanderen,Flanders
647,519000,Brusselsesteenweg 690,4,Not specified,Not specified,0,1,26,0,0,0,2024,As new,0,0,0,0,0,Installed,0,10665913,9000,519000,€519000,1,Oost-Vlaanderen,Flanders
648,560000,Brusselsesteenweg 690,4,Not specified,Not specified,0,1,26,0,0,0,2024,As new,0,0,0,0,0,Installed,0,10665912,9000,560000,€560000,1,Oost-Vlaanderen,Flanders
649,260000,Brusselsesteenweg 690,1,Not specified,Not specified,0,1,31,0,30,0,2023,0,0,1,0,0,1,0,0,10665881,9230,260000,€260000,1,Oost-Vlaanderen,Flanders
650,330000,Brusselsesteenweg 690,2,Not specified,Not specified,0,1,13,0,35,0,2023,As new,0,1,0,0,1,0,0,10665880,9230,330000,€330000,1,Oost-Vlaanderen,Flanders
651,340000,Brusselsesteenweg 690,2,Not specified,Not specified,0,1,13,0,35,0,2023,As new,0,1,0,0,1,Installed,0,10665879,9230,340000,€340000,1,Oost-Vlaanderen,Flanders
652,420000,Brusselsesteenweg 690,3,Not specified,Not specified,0,1,16,0,44,0,2023,As new,0,2,0,0,1,0,0,10665878,9230,420000,€420000,1,Oost-Vlaanderen,Flanders
653,335000,Brusselsesteenweg 690,2,Not specified,Not specified,0,1,13,0,35,0,2023,0,0,1,0,0,1,0,0,10665877,9230,335000,€335000,1,Oost-Vlaanderen,Flanders
654,300000,Brusselsesteenweg 690,1,Not specified,Not specified,0,1,30,0,42,0,2023,0,0,1,0,0,1,0,0,10665876,9230,300000,€300000,1,Oost-Vlaanderen,Flanders
655,365000,Brusselsesteenweg 690,2,Not specified,Not specified,0,1,16,0,34,0,2023,0,0,1,0,0,1,0,0,10665875,9230,365000,€365000,1,Oost-Vlaanderen,Flanders
656,385000,Brusselsesteenweg 690,2,Not specified,Not specified,0,1,14,0,39,0,2023,As new,0,1,0,0,1,0,0,10665874,9230,385000,€385000,1,Oost-Vlaanderen,Flanders
657,410000,Brusselsesteenweg 690,3,Not specified,Not specified,0,1,12,0,47,0,2023,As new,0,1,0,0,1,Installed,0,10665873,9230,410000,€410000,1,Oost-Vlaanderen,Flanders
658,178000,St-Amandsstraat 23,2,F,533,0,1,0,99,0,0,1850,0,0,1,0,0,1,0,Gas,10665859,8000,178000,€178000,1,West-Vlaanderen,Flanders
659,515000,Brusselsesteenweg 690,4,Not specified,Not specified,0,1,23,0,43,0,2023,0,0,2,0,0,1,Installed,0,10665846,9800,515000,€515000,1,Oost-Vlaanderen,Flanders
660,395000,Brusselsesteenweg 690,2,A,1,0,1,12,0,22,4,2023,As new,0,1,0,0,1,Hyper equipped,Gas,10665845,9800,395000,€395000,1,Oost-Vlaanderen,Flanders
661,250000,Brusselsesteenweg 690,1,A,1,0,1,10,0,12,4,2023,As new,0,1,0,0,1,Hyper equipped,Gas,10665844,9800,250000,€250000,1,Oost-Vlaanderen,Flanders
662,375000,Brusselsesteenweg 690,2,A,1,0,1,28,0,15,4,2023,As new,0,1,0,0,1,Hyper equipped,Gas,10665843,9800,375000,€375000,1,Oost-Vlaanderen,Flanders
663,325000,Brusselsesteenweg 690,2,Not specified,Not specified,0,1,16,0,18,0,2021,As new,0,1,0,0,1,Hyper equipped,Gas,10665842,9800,325000,€325000,1,Oost-Vlaanderen,Flanders
664,250000,Brusselsesteenweg 690,1,Not specified,Not specified,0,1,10,0,11,0,2023,As new,0,1,0,0,0,Hyper equipped,Gas,10665841,9800,250000,€250000,1,Oost-Vlaanderen,Flanders
665,420000,Brusselsesteenweg 690,2,Not specified,Not specified,0,1,29,0,14,0,2023,As new,0,1,0,0,1,Hyper equipped,Gas,10665840,9800,420000,€420000,1,Oost-Vlaanderen,Flanders
666,365000,Brusselsesteenweg 690,3,A,25,0,1,13,0,31,0,2025,0,0,3,0,0,1,Hyper equipped,0,10665838,9000,365000,€365000,1,Oost-Vlaanderen,Flanders
667,365000,Brusselsesteenweg 690,3,A,25,0,1,13,0,31,0,2025,0,0,3,0,0,1,Hyper equipped,0,10665829,9000,365000,€365000,1,Oost-Vlaanderen,Flanders
668,320000,Brusselsesteenweg 690,2,A,25,0,1,13,0,34,0,2025,0,0,1,0,0,1,Hyper equipped,0,10665828,9000,320000,€320000,1,Oost-Vlaanderen,Flanders
669,325000,Brusselsesteenweg 690,2,A,25,0,1,15,0,36,0,2025,0,0,1,0,0,1,Hyper equipped,0,10665827,9000,325000,€325000,1,Oost-Vlaanderen,Flanders
670,280000,Brusselsesteenweg 690,2,A,25,0,1,14,0,24,0,2025,0,0,1,0,0,0,Hyper equipped,0,10665826,9000,280000,€280000,1,Oost-Vlaanderen,Flanders
671,265000,Brusselsesteenweg 690,1,A,25,0,1,10,0,15,0,2025,0,0,1,0,0,0,Hyper equipped,0,10665825,9000,265000,€265000,1,Oost-Vlaanderen,Flanders
672,400000,Brusselsesteenweg 690,3,A,18,0,1,27,0,38,0,2025,0,0,2,0,0,1,Hyper equipped,0,10665824,9000,400000,€400000,1,Oost-Vlaanderen,Flanders
673,320000,Brusselsesteenweg 690,2,A,25,0,1,11,0,35,0,2025,0,0,1,0,0,1,Hyper equipped,0,10665823,9000,320000,€320000,1,Oost-Vlaanderen,Flanders
674,330000,Brusselsesteenweg 690,2,A,25,0,1,13,0,32,0,2025,0,0,1,0,0,0,Hyper equipped,0,10665822,9000,330000,€330000,1,Oost-Vlaanderen,Flanders
675,685000,Brusselsesteenweg 690,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10665821,9052,685000,€685000,0,Oost-Vlaanderen,Flanders
676,595000,Brusselsesteenweg 690,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10665820,9052,595000,€595000,0,Oost-Vlaanderen,Flanders
677,685000,Brusselsesteenweg 690,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10665819,9000,685000,€685000,0,Oost-Vlaanderen,Flanders
678,595000,Brusselsesteenweg 690,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10665818,9000,595000,€595000,0,Oost-Vlaanderen,Flanders
679,420000,Brusselsesteenweg 690,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10665817,9230,420000,€420000,0,Oost-Vlaanderen,Flanders
680,379000,Brusselsesteenweg 690,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10665816,9800,379000,€379000,0,Oost-Vlaanderen,Flanders
681,400000,Brusselsesteenweg 690,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10665815,9000,400000,€400000,0,Oost-Vlaanderen,Flanders
682,432355,Baan naar Bree 25,3,Not specified,Not specified,0,0,0,0,0,0,2022,As new,0,0,0,0,0,0,0,10665813,3920,432355,€432.355,0,Limburg,Flanders
683,432355,Baan naar Bree 25,3,Not specified,Not specified,0,0,0,0,0,0,2022,As new,0,0,0,0,0,0,0,10665812,3920,432355,€432.355,0,Limburg,Flanders
684,263000,Zuidstraat 2,2,Not specified,Not specified,0,1,0,0,0,0,2023,0,0,1,0,0,1,Installed,Gas,10665808,8450,263000,€263000,1,West-Vlaanderen,Flanders
685,299000,Zuidstraat 2,5,E,483,0,1,0,125,0,0,0,Good,0,1,0,0,2,Installed,Gas,10665807,8400,299000,€299000,1,West-Vlaanderen,Flanders
686,295000,Dokter Honore Dewolfstraat 23,2,F,512,0,1,0,0,36,3,1995,As new,0,1,0,0,1,0,0,10665805,9820,295000,€295000,1,Oost-Vlaanderen,Flanders
687,149000,Dokter Honore Dewolfstraat 23,5,F,602,0,1,0,0,20,3,0,To renovate,0,1,0,0,1,0,Gas,10665801,9700,149000,€149000,1,Oost-Vlaanderen,Flanders
688,249000,Dokter Honore Dewolfstraat 23,3,F,1073,0,0,0,2399,25,3,1940,0,0,1,0,0,1,0,Gas,10665800,9660,249000,€249000,0,Oost-Vlaanderen,Flanders
689,10000,Markt 20,1,C,231,0,1,0,0,0,2,2009,Good,0,1,0,0,1,0,Gas,10665798,2440,10000,€10.000.,1,Antwerpen,Flanders
690,241000,Parklaan 25,3,C,241,0,0,0,120,0,0,1933,Just renovated,0,1,0,0,2,Installed,Gas,10665796,9140,241000,€241000,0,Oost-Vlaanderen,Flanders
691,205000,Westlaan 466,1,B,182,0,1,0,0,0,0,0,As new,0,1,0,0,0,0,0,10645070,8880,205000,€205000,1,West-Vlaanderen,Flanders
692,1449000,Avenue Louise 480,0,B,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10665755,1200,1449000,€1449000,0,Brussels Hoofdstedelijk Gewest,Brussels
693,375000,Antwerpsesteenweg 359,3,B,119,0,0,0,248,40,2,0,Good,0,1,0,0,1,0,0,10665753,2240,375000,€375000,0,Antwerpen,Flanders
694,580000,Zuidstraat 74,3,Not specified,Not specified,0,0,0,538,0,0,2023,0,0,1,0,0,2,Installed,0,10665750,8630,580000,€580000,0,West-Vlaanderen,Flanders
695,555000,Zuidstraat 74,3,Not specified,Not specified,0,0,0,539,0,0,2023,0,0,1,0,0,2,Installed,0,10665749,8630,555000,€555000,0,West-Vlaanderen,Flanders
696,37700,Italiëlei 207,6,B,159,0,0,0,0,0,3,1989,Good,0,5,0,0,7,Semi equipped,Gas,10665748,2060,37700,€37700/jaarlijks,0,Antwerpen,Flanders
697,225000,Italiëlei 207,2,B,193,0,1,0,0,0,2,1978,Good,0,1,0,0,1,0,0,10665747,2140,225000,€225000,1,Antwerpen,Flanders
698,285000,Italiëlei 207,2,C,295,0,1,2,0,34,2,1960,Good,0,1,0,0,1,Installed,Gas,10665746,2600,285000,€285000,1,Antwerpen,Flanders
699,395000,Oscar Van Kesbeeckstraat 7,2,B,119,0,1,0,0,0,2,1995,Good,0,1,0,0,1,USA semi equipped,Gas,10665744,2800,395000,€395000,1,Antwerpen,Flanders
700,225000,Schurhoven 5,3,E,458,0,0,0,480,0,3,0,To be done up,0,1,0,0,1,Semi equipped,Gas,10665740,3800,225000,€225000,0,Limburg,Flanders
701,398000,Meyskensstraat 222,3,F,891,0,1,20,483,47,3,1956,Good,0,1,0,0,2,Installed,Electric,10665736,9280,398000,€398000,1,Oost-Vlaanderen,Flanders
702,2370000,Damstraat 131 bus1,4,A,29,0,1,0,5513,0,4,2020,0,0,4,0,0,5,Hyper equipped,0,10665726,9270,2370000,€2370000,1,Oost-Vlaanderen,Flanders
703,389000,Hoek 29,3,C,256,0,0,0,963,0,4,1974,Good,0,1,0,0,2,0,0,10665716,2310,389000,€389000,0,Antwerpen,Flanders
704,389000,Luikerstraat 81,3,A,28,0,0,0,606,0,3,2019,Good,0,1,0,0,2,Installed,Gas,10665713,3870,389000,€389000,0,Limburg,Flanders
705,285000,Luikerstraat 81,3,B,124,0,0,0,0,0,0,2009,Good,0,1,0,0,1,Installed,0,10665712,3500,285000,€285000,0,Limburg,Flanders
706,199000,Luikerstraat 81,2,C,218,0,1,0,0,0,2,2000,0,0,1,1,0,1,Installed,0,10665711,3800,199000,€199000,1,Limburg,Flanders
707,285000,Minderbroedersstraat 8,3,F,764,0,0,0,687,0,3,0,To renovate,0,1,0,0,1,0,Gas,10665710,1650,285000,€285000,0,Vlaams-Brabant,Flanders
708,450000,Alsembergsesteenweg 660,3,E,422,0,1,0,330,0,3,1930,To be done up,0,2,0,0,2,Installed,Gas,10665701,1500,450000,€450000,1,Vlaams-Brabant,Flanders
709,275000,Alsembergsesteenweg 660,2,E,226,0,1,10,0,35,2,2010,Good,0,1,0,0,0,Semi equipped,Gas,10665700,1180,275000,€275000,1,Brussels Hoofdstedelijk Gewest,Brussels
710,295000,"Rue de Pervyse, 37",1,F,323,1,1,8,0,53,3,0,0,0,1,0,0,1,USA hyper equipped,Gas,10665699,1000,295000,€295000,1,Brussels Hoofdstedelijk Gewest,Brussels
711,229000,Oostendsesteenweg 216B,1,E,487,0,1,0,0,0,0,1998,Good,0,1,0,0,2,Semi equipped,Electric,10665696,8450,229000,€229000,1,West-Vlaanderen,Flanders
712,309000,Rue de la Falize 17,3,F,509,0,1,32,1980,0,4,0,Just renovated,0,0,1,0,1,0,0,10665689,5351,309000,€309000,1,Namur,Wallonia
713,209000,Rue de la Falize 17,3,C,246,0,0,0,225,27,3,1963,Good,0,0,1,1,2,Installed,Gas,10665685,6001,209000,€209000,0,Hainaut,Wallonia
714,680000,Hasseltsestraat 17,8,B,182,0,0,0,1388,0,4,1977,Good,0,4,4,0,4,Installed,Gas,10665682,3590,680000,€680000,0,Limburg,Flanders
715,680000,Hasseltsestraat 17,8,B,182,0,0,0,1388,0,4,1977,Good,0,4,4,0,4,Installed,Gas,10665681,3590,680000,€680000,0,Limburg,Flanders
716,390000,Av. Henri Conscience 74,2,B,91,0,1,40,0,44,0,0,Good,0,1,0,0,2,0,0,10665680,1030,390000,€390000,1,Brussels Hoofdstedelijk Gewest,Brussels
717,595000,Avenue Louise 200,0,B,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10665668,1140,595000,€595000,0,Brussels Hoofdstedelijk Gewest,Brussels
718,325000,Avenue Louise 200,1,Not specified,Not specified,0,1,7,0,32,4,2022,0,0,1,0,0,1,USA hyper equipped,Gas,10665666,1140,325000,€325000,1,Brussels Hoofdstedelijk Gewest,Brussels
719,375000,Avenue Louise 200,2,Not specified,Not specified,0,1,18,0,29,4,2022,0,0,2,0,0,1,USA hyper equipped,Gas,10665665,1140,375000,€375000,1,Brussels Hoofdstedelijk Gewest,Brussels
720,273900,Izegemstraat 355,2,Not specified,Not specified,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10665662,8000,273900,€273900,1,West-Vlaanderen,Flanders
721,215000,Strijdersstraat 8,2,C,219,0,1,4,0,0,3,1967,To be done up,0,1,0,0,1,Semi equipped,Gas,10665661,2650,215000,€215000,1,Antwerpen,Flanders
722,323500,Izegemstraat 355,4,Not specified,Not specified,0,0,0,160,0,2,0,Good,0,0,0,0,0,0,0,10665660,9230,323500,€323500,0,Oost-Vlaanderen,Flanders
723,382900,Izegemstraat 355,3,A,22,0,1,0,163,0,2,2021,As new,0,0,0,1,0,0,Gas,10665659,9060,382900,€382900,1,Oost-Vlaanderen,Flanders
724,298000,Place Emile Delalieux 1,2,D,303,0,1,26,0,41,3,2001,Good,0,1,1,0,1,Installed,Electric,10665658,1400,298000,€298000,1,Brabant wallon,Wallonia
725,85000,Rue Notre Dame 130,0,D,289,0,0,0,0,0,0,0,0,0,0,1,0,1,Semi equipped,0,10665656,5000,85000,€85000,0,Namur,Wallonia
726,1800000,Markt 37,5,F,1098,0,1,40,13890,0,4,1953,To be done up,0,3,0,1,0,Installed,Electric,10665655,1850,1800000,€1800000,1,Vlaams-Brabant,Flanders
727,225000,"Place Lucien Molitor, 1A/01",3,F,494,0,1,24,259,0,2,1977,To be done up,0,1,0,0,1,0,Gas,10665653,4680,225000,€225000,1,Liï¿½ge,Wallonia
728,355000,Verbindingsweg 41,2,A,36,0,1,6,0,34,2,2019,Good,0,1,0,0,1,Installed,0,10665652,1880,355000,€355000,1,Vlaams-Brabant,Flanders
729,565000,Avenuedes Ardennes 7d,5,E,345,0,0,0,2300,45,4,1850,Good,0,2,0,0,2,Installed,Fuel oil,10665649,5353,565000,€565000,0,Namur,Wallonia
730,259000,Avenue de Maire 202,4,E,412,0,0,0,810,0,2,0,0,0,1,0,0,0,0,Fuel oil,10665647,7504,259000,€259000,0,Hainaut,Wallonia
731,375000,Grote Markt 13,5,E,405,0,1,0,630,0,4,1983,Good,0,1,0,0,1,Installed,Electric,10665641,8890,375000,€375000,1,West-Vlaanderen,Flanders
732,485000,Grote Baan 137,4,B,196,0,0,0,634,36,4,1969,Good,0,2,0,0,2,Installed,0,10665638,1840,485000,€485000,0,Vlaams-Brabant,Flanders
733,319000,Begijnhofdries 31,4,D,317,0,0,0,51,0,2,0,0,0,1,0,0,1,0,0,10665634,9000,319000,€319000,0,Oost-Vlaanderen,Flanders
734,619000,Begijnhofdries 31,4,B,139,0,0,0,176,0,3,0,As new,0,2,0,0,2,0,0,10665633,9000,619000,€619000,0,Oost-Vlaanderen,Flanders
735,429000,Begijnhofdries 31,3,A,99,0,0,0,75,0,2,0,As new,0,1,0,0,1,0,0,10665632,9050,429000,€429000,0,Oost-Vlaanderen,Flanders
736,184000,Gasthuisstraat 1,4,F,566,0,0,0,804,0,3,0,To renovate,0,1,0,0,1,Installed,Gas,10665630,8501,184000,€184000,0,West-Vlaanderen,Flanders
737,189000,Gasthuisstraat 1,4,F,615,0,0,0,318,0,2,0,Good,0,1,0,0,1,Installed,0,10665629,8880,189000,€189000,0,West-Vlaanderen,Flanders
738,343000,Persilstraat 51D,2,Not specified,Not specified,0,0,0,0,0,2,0,As new,0,2,0,0,1,Installed,0,10665628,3800,343000,€343000,0,Limburg,Flanders
739,219000,Persilstraat 51D,1,Not specified,Not specified,0,0,0,0,0,2,0,As new,0,1,0,0,1,Installed,0,10665627,3800,219000,€219000,0,Limburg,Flanders
740,350000,Hoogstraat 6,3,Not specified,Not specified,0,1,41,264,25,0,0,0,0,1,0,0,2,0,0,10665625,3700,350000,€350000,1,Limburg,Flanders
741,352500,Hoogstraat 6,3,Not specified,Not specified,0,1,41,263,25,0,0,0,0,1,0,0,2,0,0,10665624,3700,352500,€352500,1,Limburg,Flanders
742,355000,Hoogstraat 6,3,Not specified,Not specified,0,1,41,263,25,0,0,0,0,1,0,0,2,0,0,10665623,3700,355000,€355000,1,Limburg,Flanders
743,355000,Hoogstraat 6,3,Not specified,Not specified,0,1,41,263,25,0,0,0,0,1,0,0,2,0,0,10665622,3700,355000,€355000,1,Limburg,Flanders
744,357500,Hoogstraat 6,3,Not specified,Not specified,0,1,41,263,25,0,0,0,0,1,0,0,2,0,0,10665621,3700,357500,€357500,1,Limburg,Flanders
745,360000,Hoogstraat 6,3,Not specified,Not specified,0,1,44,445,25,0,0,0,0,1,0,0,2,0,0,10665620,3700,360000,€360000,1,Limburg,Flanders
746,205000,Baron De Pélichystraat 47,3,B,177,0,0,0,0,0,2,1971,Good,0,0,0,0,0,0,0,10665618,8700,205000,€205000,0,West-Vlaanderen,Flanders
747,279000,Baron De Pélichystraat 47,3,F,751,0,1,0,699,0,4,1964,To be done up,0,1,0,1,0,0,0,10665617,8870,279000,€279000,1,West-Vlaanderen,Flanders
748,260000,Zwijnaardsesteenweg 23,2,B,151,0,0,0,0,30,2,1961,Good,0,1,0,0,1,Installed,Gas,10551748,9000,260000,€260000,0,Oost-Vlaanderen,Flanders
749,265000,Langestraat 62,3,Not specified,Not specified,0,0,0,352,38,3,0,0,0,1,0,0,2,Installed,0,10665616,8650,265000,€265000,0,West-Vlaanderen,Flanders
