,property_type,property_subtype,immo_code,location,postcode,province,region,price,address,energy_class,primary_energy_consumption,furnished,terrace,terrace_surface,plot_surface,living_room_surface,frontages,construction_year,building_condition,bedrooms,bathrooms,shower_rooms,office,toilets,kitchen_type,heating_type,price_orig
7782,house,town-house,10645299,wilrijk,2610,Antwerpen,Flanders,379000,Turnhoutsebaan 175,D,364,0,1,17,313,0,0,1976,To renovate,4,1,0,0,0,Installed,Gas,€379000
7783,house,house,10357505,gullegem,8560,West-Vlaanderen,Flanders,139000,Dorpsplein 11/1,F,623,0,0,0,154,32,2,1930,To be done up,3,1,0,0,1,0,Electric,€139000
7785,house,house,10645294,brecht,2960,Antwerpen,Flanders,375000,Bredabaan 467a,E,449,0,0,0,712,0,4,1961,Good,3,2,0,0,2,Installed,Fuel oil,€375000
7787,house,house,10645292,temse,9140,Oost-Vlaanderen,Flanders,549000,Mercatorstraat 64,A,80,0,1,30,427,35,3,2016,Good,5,2,0,1,0,0,Gas,€549000
7788,house,house,10645290,affligem,1790,Vlaams-Brabant,Flanders,485000,Bellestraat 98,D,306,0,0,0,228,0,3,0,Good,4,0,0,0,0,0,Gas,€485000
7789,apartment,apartment,10645282,antwerp,2000,Antwerpen,Flanders,299000,"Britselei,  24",B,158,0,0,0,0,0,0,0,0,1,1,0,0,0,Hyper equipped,0,€299000
7791,apartment,apartment,10645274,kessel-lo,3010,Vlaams-Brabant,Flanders,345000,Brusselsestraat 140,B,132,0,1,4,0,24,0,0,As new,1,1,0,0,1,0,Gas,€345000
7792,house,house,10645273,wortegem-petegem,9790,Oost-Vlaanderen,Flanders,285000,ooikeplein 2a,B,128,0,1,0,235,0,0,1976,As new,3,0,0,0,1,Installed,Gas,€285000
7793,house,house,10645268,waregem,8790,West-Vlaanderen,Flanders,375000,Wakkensteenweg 67,A,31,0,1,0,187,0,0,0,Just renovated,3,2,0,0,1,Hyper equipped,Gas,€375000
7794,house,house,10645267,oudsbergen,3670,Limburg,Flanders,265000,Daalstraat 1,F,581,0,0,0,1918,0,0,1958,To renovate,3,1,0,0,1,0,0,€265000
7795,house,house,10645262,riemst,3770,Limburg,Flanders,189000,Daalstraat 1,F,909,0,1,0,170,0,0,1889,To renovate,3,1,0,0,1,0,0,€189.000
7796,house,house,10645261,zutendaal,3690,Limburg,Flanders,899000,Daalstraat 1,C,248,0,1,0,2514,0,0,1969,0,3,4,0,1,4,0,0,€899000
7797,house,mansion,10645260,brugge,8000,West-Vlaanderen,Flanders,1450000,Grote Moerstraat   76,E,478,0,0,0,1046,0,0,0,To renovate,4,0,0,1,0,0,0,€1450000
7799,house,house,10645257,adegem,9991,Oost-Vlaanderen,Flanders,359000,Boelare 86,F,687,0,0,0,774,27,0,1968,To be done up,4,1,0,1,1,Installed,Electric,€359000
7800,apartment,apartment,10645251,antwerp,2018,Antwerpen,Flanders,385000,Van Breestraat 3,E,466,0,0,0,0,0,0,1938,0,4,2,0,0,0,0,0,€385000
7801,house,villa,10544308,maasmechelen,3630,Limburg,Flanders,590000,Lommelsebaan,B,178,0,0,0,1,0,4,2000,As new,4,2,0,0,2,Installed,Gas,€590000
7806,apartment,penthouse,10485969,nieuwpoort,8620,West-Vlaanderen,Flanders,699000,R. Orlentpromenade 13/00.01,B,108,0,1,0,0,0,0,2011,0,2,1,0,0,1,0,0,€699000
7807,house,villa,10645235,oostduinkerke,8670,West-Vlaanderen,Flanders,640000,R. Orlentpromenade 13/00.01,D,321,0,0,0,660,0,0,1991,To be done up,3,1,0,0,1,Installed,Gas,€640000
7808,house,house,10645234,gent,9000,Oost-Vlaanderen,Flanders,375000,Kapellestraat 80,C,223,0,0,0,61,0,0,1899,As new,3,1,0,0,1,Installed,Gas,€375000
7809,house,house,10645231,gent,9000,Oost-Vlaanderen,Flanders,685000,Kapellestraat 80,C,228,0,1,25,107,0,0,1824,As new,3,1,0,0,3,Installed,Gas,€685000
7810,house,town-house,10645230,veldegem,8210,West-Vlaanderen,Flanders,290000,Markt 19,F,614,0,1,21,152,49,0,0,To be done up,2,1,0,0,0,Installed,Gas,€290000
7811,house,house,10645228,moorslede,8890,West-Vlaanderen,Flanders,199000,Meensesteenweg 800,F,906,0,0,0,0,0,0,0,To renovate,3,0,0,0,0,0,0,€199000
7812,house,house,10645224,knokke,8300,West-Vlaanderen,Flanders,2875000,Kustlaan 277,B,178,0,1,0,418,0,4,2007,As new,4,2,0,1,0,Hyper equipped,Gas,€2875000
7814,house,house,10645218,gentbrugge,9050,Oost-Vlaanderen,Flanders,295000,Tolpoortstraat 118,D,333,0,0,0,126,0,0,0,To be done up,3,1,0,0,1,Installed,0,€295000
7815,apartment,ground-floor,10645216,merelbeke,9820,Oost-Vlaanderen,Flanders,395000,Posterijstraat 12,C,213,0,0,0,0,0,0,2005,As new,2,1,0,0,1,Installed,Gas,€395000
7816,house,house,10645214,roeselare,8800,West-Vlaanderen,Flanders,291500,Iepersestraat 181-185,A,30,0,1,0,105,0,0,0,0,5,1,0,1,1,USA hyper equipped,Gas,€291500
7818,house,villa,10645210,roeselare,8800,West-Vlaanderen,Flanders,492846,Iepersestraat 181-185,A,10,0,0,0,463,0,0,0,0,3,0,0,0,2,0,0,€492846
7819,house,house,10645209,roeselare,8800,West-Vlaanderen,Flanders,548410,Iepersestraat 181-185,A,30,0,0,0,784,0,0,0,0,3,1,0,0,2,0,0,€548410
7820,house,villa,10645207,oostnieuwkerke,8840,West-Vlaanderen,Flanders,347047,Iepersestraat 181-185,A,30,0,0,0,354,0,0,0,0,3,1,0,0,2,0,0,€347047
7822,house,house,10645204,wontergem,9800,Oost-Vlaanderen,Flanders,393000,Iepersestraat 181-185,A,10,0,0,0,348,0,0,0,0,3,1,0,0,2,Hyper equipped,0,€393000
7823,house,house,10645202,kortemark,8610,West-Vlaanderen,Flanders,463000,Iepersestraat 181-185,A,40,0,0,0,464,0,0,0,As new,3,1,0,0,2,0,0,€463000
7824,house,bungalow,10645198,roeselare,8800,West-Vlaanderen,Flanders,411598,Iepersestraat 181-185,A,40,0,0,0,463,0,0,0,0,1,1,0,0,1,0,0,€411598
7827,house,house,10645187,ardooie,8850,West-Vlaanderen,Flanders,299000,Esenweg 197,D,385,0,1,0,569,0,0,1933,Just renovated,3,1,0,0,1,USA installed,Gas,€299000
7828,house,villa,10645186,houthulst,8650,West-Vlaanderen,Flanders,449000,Esenweg 197,F,556,0,1,0,1492,0,0,1978,Just renovated,5,1,0,1,1,Installed,Pellet,€449000
7829,house,house,10645185,alveringem,8690,West-Vlaanderen,Flanders,699000,Esenweg 197,E,409,0,1,0,8839,0,0,0,As new,3,1,0,1,2,USA installed,0,€699000
7830,house,house,10645184,alveringem,8690,West-Vlaanderen,Flanders,699000,Esenweg 197,E,409,0,1,0,8839,0,0,0,As new,3,1,0,1,2,USA installed,0,€699000
7831,house,house,10645182,berendrecht,2040,Antwerpen,Flanders,260000,Dorpsstraat 11,F,685,0,0,0,450,28,0,0,To renovate,1,1,0,0,0,Installed,Fuel oil,€260000
7832,house,house,10645180,ledeberg,9050,Oost-Vlaanderen,Flanders,279000,Rondehuisjesdreef 3,D,327,0,0,0,40,0,0,0,To be done up,3,1,0,0,2,0,0,€279000
7833,house,house,10645179,lochristi,9080,Oost-Vlaanderen,Flanders,495000,Dorp Oost 7,A,75,0,1,0,531,0,0,2016,0,3,1,0,1,2,0,0,€495000
7834,apartment,apartment,10645178,lochristi,9080,Oost-Vlaanderen,Flanders,448075,Dorp Oost 7,A,55,0,1,0,0,0,0,2018,0,2,1,0,0,1,0,0,€448075
7836,house,villa,10645176,brasschaat,2930,Antwerpen,Flanders,935000,Bredabaan 294,E,485,0,1,60,6798,90,4,1969,To renovate,6,3,1,1,4,Installed,Fuel oil,€935000
7837,house,house,10645174,roosdaal,1760,Vlaams-Brabant,Flanders,359000,Gentsesteenweg 145,E,495,0,1,0,283,0,0,1975,To be done up,3,1,0,0,2,Installed,Fuel oil,€359000
7838,house,villa,10645172,anzegem,8570,West-Vlaanderen,Flanders,550000,Jan Bouckaertstraat 20,D,355,0,0,0,987,0,0,0,0,4,0,0,0,0,0,0,€550000
7839,house,house,10645171,deerlijk,8540,West-Vlaanderen,Flanders,169000,"Oudenaardsesteenweg, 62",E,440,0,0,0,93,0,0,0,As new,2,1,0,0,1,0,0,€169000
7840,apartment,apartment,10645167,maldegem,9990,Oost-Vlaanderen,Flanders,295000,Westeindestraat 17,A,18,0,1,0,0,0,0,2023,0,2,1,0,0,0,0,0,€295000
7841,apartment,apartment,10645162,berlaar,2590,Antwerpen,Flanders,225000,Dorpsstraat 34 Bus 1,C,248,0,0,0,0,0,0,1990,As new,2,1,0,0,0,0,0,€225000
7842,house,mansion,10645161,gavere,9890,Oost-Vlaanderen,Flanders,1900000,Grote Huidevettershoek 1-102,C,222,0,1,0,3348,0,0,0,0,5,3,0,1,3,Hyper equipped,Gas,€1900000
7843,apartment,apartment,10645160,gent,9000,Oost-Vlaanderen,Flanders,525000,Grote Huidevettershoek 1-102,B,148,0,1,0,0,0,0,0,0,3,1,0,0,0,Hyper equipped,Gas,€525000
7844,house,house,10645157,antwerp,2060,Antwerpen,Flanders,239000,Bredabaan 133,E,419,0,1,0,142,0,0,0,0,3,1,0,0,0,Installed,Gas,€239000
7845,house,house,10645149,la%20bouverie,7080,Hainaut,Wallonia,185000,Rue de Valenciennes(H) 1,D,309,0,1,30,250,41,3,0,Just renovated,4,1,1,0,1,USA installed,Gas,€185000
7847,apartment,apartment-block,10645143,liege,4000,Liï¿½ge,Wallonia,1550000,Grand Route 260,C,245,0,1,0,305,0,2,1903,As new,14,10,10,0,10,Semi equipped,0,€1550000
7849,house,house,10645141,herzele,9550,Oost-Vlaanderen,Flanders,439000,Parklaan 187,C,300,1,1,35,584,38,0,0,As new,4,0,0,0,1,Hyper equipped,Gas,€439000
7850,apartment,flat-studio,10645140,blankenberge,8370,West-Vlaanderen,Flanders,199000,Franchommelaan 82-86,B,150,1,1,0,0,0,0,1978,Good,0,1,0,0,1,Installed,Gas,€199000
7851,apartment,apartment,10645139,blankenberge,8370,West-Vlaanderen,Flanders,275000,Franchommelaan 82-86,B,125,1,1,0,0,0,2,1987,Good,2,1,0,0,1,Installed,Gas,€275000
7852,apartment,apartment,10507799,oostende,8400,West-Vlaanderen,Flanders,455000,Kapelstraat 139,A,65,1,0,0,0,0,2,2016,As new,2,1,0,0,1,Hyper equipped,Gas,€455000
7854,house,house,10645133,walhain,1457,Brabant wallon,Wallonia,375000,Chaussée de Bruxelles 2,A,80,0,0,0,190,0,3,2010,Good,3,2,0,0,0,0,Gas,€375000
7855,house,house,10645131,hasselt,3500,Limburg,Flanders,235000,Kempische Steenweg 398,F,537,0,0,0,718,0,4,1951,To renovate,2,1,0,0,0,0,Fuel oil,€235000
7856,house,house,10645125,kortrijk,8500,West-Vlaanderen,Flanders,220000,Budastraat 16,F,549,0,0,0,198,0,0,1967,To renovate,5,0,0,0,0,0,0,€220000
7861,house,house,10506037,brugge,8000,West-Vlaanderen,Flanders,289000,Wingene Steenweg 35,F,1279,0,1,0,52,0,0,0,0,3,0,0,0,0,0,0,€289000
7863,apartment,apartment,10645094,blankenberge,8370,West-Vlaanderen,Flanders,249000,Wingene Steenweg 35,C,221,0,0,0,0,0,0,1970,As new,2,0,0,0,0,0,Gas,€249000
7864,apartment,apartment,10645092,blankenberge,8370,West-Vlaanderen,Flanders,259000,Wingene Steenweg 35,C,221,0,0,0,0,0,0,1970,As new,2,0,0,0,0,0,Gas,€259000
7865,apartment,apartment,10645091,blankenberge,8370,West-Vlaanderen,Flanders,229000,Wingene Steenweg 35,C,221,0,0,0,0,0,0,1970,As new,2,0,0,0,0,0,Gas,€229000
7866,apartment,duplex,10645090,lessines%20%28%20a%2015%27%20d%27enghien%29,7850,Hainaut,Wallonia,305000,Grand Place 8,B,94,0,1,10,0,33,3,2020,0,2,1,0,0,2,0,0,€305000
7868,house,house,10645083,jemappes,7012,Hainaut,Wallonia,199500,Rue de Valenciennes(H) 1,D,338,0,1,30,250,46,3,0,Just renovated,5,1,1,0,1,Installed,Gas,€199500
7869,house,villa,10645071,sint-pauwels,9170,Oost-Vlaanderen,Flanders,685000,Parklaan 25,C,224,0,1,0,1382,0,0,1990,As new,4,1,0,0,2,Installed,Gas,€685000
7871,house,villa,10645003,zedelgem,8210,West-Vlaanderen,Flanders,410000,Moerkerkse Steenweg 177,E,489,0,1,0,986,40,0,1954,To renovate,4,1,0,1,0,0,Fuel oil,€410000
7872,house,house,10328738,voeren,3790,Limburg,Flanders,469000,Stationsstraat 109,C,297,0,0,0,863,0,4,1995,Good,2,2,0,0,3,Installed,Fuel oil,€469000
7873,apartment,flat-studio,10644997,nieuwpoort,8620,West-Vlaanderen,Flanders,109000,Albert I Laan 234,C,250,1,1,0,0,0,0,1976,As new,0,1,0,0,0,Installed,Electric,€109000
7874,apartment,flat-studio,10644996,spontin,5530,Namur,Wallonia,70000,"17, Route de Bastogne",G,816,0,0,0,0,31,0,0,As new,1,1,0,0,1,Installed,Electric,€70000
7875,house,villa,10644995,overijse,3090,Vlaams-Brabant,Flanders,799000,Brusselsesteenweg 604,E,497,0,1,183,2686,63,4,1968,To be done up,4,2,0,0,3,Installed,Gas,€799000
7876,apartment,apartment,10644992,aalst,9300,Oost-Vlaanderen,Flanders,225000,Keizersplein 21,B,142,0,0,0,0,0,0,0,As new,2,1,0,0,1,Installed,Gas,€225000
7877,house,villa,10644991,wezemaal,3111,Vlaams-Brabant,Flanders,545000,Keizersplein 21,B,170,0,0,0,547,0,0,2016,As new,3,1,0,1,0,0,0,€545000
7878,house,villa,10644990,erpe-mere,9420,Oost-Vlaanderen,Flanders,549000,Keizersplein 21,C,286,0,1,0,1241,0,0,0,Just renovated,3,2,0,1,0,Installed,Gas,€549000
7879,house,house,10644988,aalst,9300,Oost-Vlaanderen,Flanders,459000,Keizersplein 21,A,35,0,1,0,266,0,0,2018,0,4,2,0,1,0,Installed,0,€459000
7880,house,house,10555857,dongelberg,1370,Brabant wallon,Wallonia,475000,Rue du Bosquet 29,C,175,0,1,0,749,41,4,2003,0,4,2,0,0,2,Installed,Fuel oil,€475000
7881,house,mansion,10485696,overmere,9290,Oost-Vlaanderen,Flanders,650000,Kasteelstraat 198,E,449,0,1,0,413,0,0,0,0,5,1,0,0,2,0,Fuel oil,€650000
7889,house,house,10644972,lommel,3920,Limburg,Flanders,449900,Baan naar Bree 25,B,195,0,0,0,1090,0,4,1988,As new,3,1,0,0,2,Hyper equipped,Gas,€449900
7891,house,villa,10644955,londerzeel,1840,Vlaams-Brabant,Flanders,525000,Marktplein 11,C,251,0,0,0,0,36,4,1976,Just renovated,3,2,0,0,2,0,Fuel oil,€525000
7892,apartment,apartment-block,10154288,lessines,7860,Hainaut,Wallonia,250000,Dokter Honore Dewolfstraat 23,G,533,0,1,0,0,0,2,0,0,2,1,0,1,2,0,Gas,€250000
7893,house,house,10644947,isi%C3%A8res,7822,Hainaut,Wallonia,165000,Dokter Honore Dewolfstraat 23,G,569,0,0,0,580,22,4,1850,To renovate,4,1,0,0,0,0,Electric,€165000
7894,house,country-cottage,10644944,kluisbergen,9690,Oost-Vlaanderen,Flanders,415000,Dokter Honore Dewolfstraat 23,F,1171,0,0,0,4000,0,4,0,To renovate,4,1,0,1,0,0,0,€415000
7895,house,mixed-use-building,10644943,kluisbergen,9690,Oost-Vlaanderen,Flanders,415000,Dokter Honore Dewolfstraat 23,F,1171,0,0,0,4000,0,4,0,To renovate,4,1,0,1,0,0,0,€415000
7896,apartment,apartment,10644942,merelbeke,9820,Oost-Vlaanderen,Flanders,235000,Dokter Honore Dewolfstraat 23,D,304,0,1,0,0,26,3,1995,As new,1,1,0,0,1,0,0,€235000
7897,house,house,10644941,zwalm,9630,Oost-Vlaanderen,Flanders,245000,Dokter Honore Dewolfstraat 23,F,1113,0,1,0,1894,40,4,1938,To renovate,4,1,0,0,1,0,Pellet,€245000
7898,house,country-cottage,10644940,zwalm,9630,Oost-Vlaanderen,Flanders,365000,Dokter Honore Dewolfstraat 23,F,824,0,0,0,3834,37,4,0,0,4,1,0,0,1,0,Fuel oil,€365000
7901,house,house,10446631,stekene,9190,Oost-Vlaanderen,Flanders,217000,Regentieplein 40,D,397,0,1,0,697,0,0,0,As new,3,1,0,0,2,0,0,€217000
7904,house,house,10644930,lier,2500,Antwerpen,Flanders,119500,Antwerpsesteenweg 359,C,299,0,0,0,276,0,4,0,Good,1,1,0,0,1,Semi equipped,Electric,€119500
7905,house,house,10644928,lier,2500,Antwerpen,Flanders,399000,Antwerpsesteenweg 359,F,511,0,0,0,1091,0,4,0,To renovate,4,2,0,0,2,0,Gas,€399000
7906,apartment,apartment,10644927,oostrozebeke,8780,West-Vlaanderen,Flanders,220000,Rijksweg 276,C,286,0,1,0,0,0,0,0,As new,2,1,0,0,1,0,0,€220000
7907,house,mansion,10500248,dentergem,8720,West-Vlaanderen,Flanders,499000,Sint-Janstraat 185,D,325,0,0,0,1105,0,0,1928,Just renovated,3,1,0,0,1,0,0,€499000
7908,house,house,10644925,genappe,1470,Brabant wallon,Wallonia,465000,Chaussée de Bruxelles 2,C,188,0,1,0,642,26,3,1978,0,3,2,0,1,0,0,Gas,€465000
7909,apartment,ground-floor,10644916,ganshoren,1083,Brussels Hoofdstedelijk Gewest,Brussels,269000,Gemeenteplein 9,E,254,0,0,0,0,0,0,2010,Good,2,1,0,0,1,Installed,Gas,€269000
7910,apartment,ground-floor,10644915,beerse,2340,Antwerpen,Flanders,306000,Gemeenteplein 9,A,27,0,1,25,0,0,4,2023,As new,2,1,1,0,1,Installed,Gas,€306000
7911,house,house,10644913,grivegn%C3%A9e,4030,Liï¿½ge,Wallonia,395000,Rue Charles Magnette 24/40,E,369,0,0,0,0,0,0,0,0,8,0,5,0,5,Not installed,0,€395000
7912,house,town-house,10644903,deurne,2100,Antwerpen,Flanders,279000,Mortselsesteenweg 161,D,318,0,1,10,137,41,2,1975,To renovate,3,1,1,1,2,Installed,Gas,€279000
7913,house,villa,10644901,sint-katelijne-waver,2860,Antwerpen,Flanders,849000,Mechelsesteenweg 35/A,A,85,0,1,0,1224,47,4,2013,As new,3,1,0,0,3,Hyper equipped,Gas,€849000
7914,house,house,10562937,willebroek,2830,Antwerpen,Flanders,299000,Mechelsesteenweg 35/A,E,460,0,1,18,345,35,3,0,To renovate,3,1,0,0,2,Semi equipped,Gas,€299000
7916,apartment,apartment,10644893,namur,5000,Namur,Wallonia,149000,Rue de gilly 81,G,661,0,0,0,0,0,0,0,Just renovated,1,0,0,0,0,0,0,€149000
7918,apartment,flat-studio,10644886,oostende,8400,West-Vlaanderen,Flanders,115000,"Nieuwpoortsesteenweg, 74",C,243,0,0,0,0,0,0,1977,Good,0,1,0,0,1,0,Electric,€115000
7920,apartment,apartment-block,10644873,braine%20l%27alleud,1420,Brabant wallon,Wallonia,650000,Avenue Alphonse Allard 288,C,312,0,0,0,140,0,2,0,0,3,0,0,1,0,0,Gas,€650000
7921,house,house,10644872,hoboken,2660,Antwerpen,Flanders,439000,Prins Boudewijnlaan 122,B,197,0,0,0,234,19,2,1975,As new,3,2,0,0,2,Installed,Gas,€439000
7922,apartment,apartment,10644871,hoboken,2660,Antwerpen,Flanders,175000,Prins Boudewijnlaan 122,B,134,0,1,0,0,28,4,1974,Good,2,1,0,0,1,Semi equipped,Gas,€175000
7923,house,house,10644837,sint-truiden,3800,Limburg,Flanders,215000,Naamsesteenweg 229/001,F,558,0,0,0,251,0,3,1939,To be done up,3,1,0,0,2,Semi equipped,Gas,€215000
7924,apartment,loft,10644831,mechelen,2800,Antwerpen,Flanders,549000,Prof. Scharpélaan 44,F,769,0,0,0,0,0,2,0,To renovate,4,0,0,0,0,Semi equipped,Electric,€549000
7925,house,mixed-use-building,10644830,mechelen,2800,Antwerpen,Flanders,549000,Prof. Scharpélaan 44,F,769,0,0,0,0,0,2,0,To renovate,4,0,0,0,0,Semi equipped,Electric,€549000
7926,house,house,10644829,wezemaal,3111,Vlaams-Brabant,Flanders,219000,Prof. Scharpélaan 44,C,233,0,1,20,108,0,2,1958,Good,2,1,0,0,2,Semi equipped,Gas,€219000
7927,house,house,10644828,curfoz,6832,Luxembourg,Wallonia,350000,"Place Saint Arnould, 6",E,402,0,1,0,4820,0,4,1960,0,5,1,1,0,2,Installed,Fuel oil,€350000
7928,apartment,apartment,10644826,namur,5000,Namur,Wallonia,157000,Place Wiertz 2,C,192,0,0,0,0,0,0,0,0,1,1,0,0,1,Not installed,0,€157000
7929,house,house,10644822,hoboken,2660,Antwerpen,Flanders,245000,Italiëlei 207,C,286,0,0,0,0,0,0,0,To renovate,2,1,0,0,0,Semi equipped,Gas,€245000
7930,apartment,apartment,10255486,middelkerke,8430,West-Vlaanderen,Flanders,325000,Paul de Smet de Naeyerstraat 4,B,178,0,1,0,0,0,0,2004,Good,2,1,0,0,0,Installed,Electric,€325000
7931,apartment,apartment,10644816,namur,5000,Namur,Wallonia,230000,"Avenue des Combattants, 21",B,135,0,1,4,0,23,2,1967,0,2,0,1,0,1,Installed,Gas,€230000
7932,house,house,10644815,mechelen,2800,Antwerpen,Flanders,560000,Oscar Van Kesbeeckstraat 7,D,303,0,1,0,633,0,4,1991,Good,2,1,0,0,2,Installed,Gas,€560000
7933,house,villa,10644813,herentals,2200,Antwerpen,Flanders,675000,Bredabaan 260,B,199,0,1,0,1090,0,4,1996,Good,3,2,0,0,3,Installed,Gas,€675000
7934,house,villa,10644812,schilde,2970,Antwerpen,Flanders,1350000,Bredabaan 260,B,191,0,1,56,3054,64,4,1970,Just renovated,5,2,0,1,3,Installed,Gas,€1350000
7935,house,house,10644810,rollegem-kapelle,8880,West-Vlaanderen,Flanders,280000,Stationsstraat 18,F,888,0,0,0,858,0,2,0,To renovate,3,1,0,0,0,Semi equipped,Fuel oil,€280000
7936,house,house,10644809,affligem,1790,Vlaams-Brabant,Flanders,275000,Parklaan 187,C,230,0,1,25,244,46,0,0,Good,3,0,0,0,1,Installed,Gas,€275000
7937,house,house,10644806,schoten,2900,Antwerpen,Flanders,399000,Kloosterstraat 89-93,C,243,0,0,0,401,0,3,1974,Good,3,1,0,0,2,Installed,Gas,€399000
7938,house,house,10382384,saint-l%C3%89ger,7730,Hainaut,Wallonia,450000,4 rue du Luxembourg,F,506,0,0,0,0,0,0,0,As new,2,1,0,0,0,0,0,€450000
7939,house,house,10644805,mouscron,7700,Hainaut,Wallonia,139000,4 rue du Luxembourg,G,717,0,0,0,0,0,0,0,As new,3,0,0,0,0,0,Gas,€139000
7940,house,house,10644802,gent,9000,Oost-Vlaanderen,Flanders,279000,Begijnhofdries 31,B,141,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,€279000
7941,apartment,apartment,10644799,gent,9000,Oost-Vlaanderen,Flanders,315000,Begijnhofdries 31,B,127,0,0,0,0,0,2,1971,0,1,1,0,0,1,0,0,€315000
7942,house,house,10644795,kortrijk,8500,West-Vlaanderen,Flanders,184000,Gasthuisstraat 1,D,323,0,0,0,0,0,2,1850,0,2,0,0,0,0,0,0,€184000
7943,house,house,10644793,nettinne,5377,Namur,Wallonia,359000,"Rue de Hotton, 22",B,120,0,1,20,1308,42,4,2017,0,4,1,1,0,2,Installed,Gas,€359000
7944,apartment,apartment,10644785,hasselt,3500,Limburg,Flanders,210000,Hoogstraat 6,B,186,1,0,0,0,23,2,1994,Good,1,1,0,0,1,Installed,0,€210000
7945,house,house,10644784,eeklo,9900,Oost-Vlaanderen,Flanders,129500,Gravenstraat 30A,F,773,0,0,0,120,0,2,0,To renovate,2,0,0,0,1,Not installed,Gas,€129500
7946,house,house,10644783,alveringem,8690,West-Vlaanderen,Flanders,270000,Langestraat 62,F,956,0,0,0,662,34,4,1970,To be done up,4,1,0,0,1,Installed,Fuel oil,€270000
7947,house,villa,10644782,koksijde,8670,West-Vlaanderen,Flanders,730000,Langestraat 62,B,198,0,0,0,434,45,3,1965,Good,4,2,0,0,4,Installed,0,€730000
7948,house,house,10644781,brugge,8000,West-Vlaanderen,Flanders,289000,Leopold I Laan 132,E,425,0,0,0,168,0,0,1923,0,3,0,0,0,2,0,0,€289000
7949,house,house,10644780,moorsele,8560,West-Vlaanderen,Flanders,109000,"Heuleplaats, 16",E,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€109000
7950,house,house,10644778,izegem,8870,West-Vlaanderen,Flanders,239000,"Heuleplaats, 16",B,199,0,1,0,205,0,2,1949,Good,3,1,0,0,0,0,0,€239000
7951,apartment,apartment,10644777,sint-truiden,3800,Limburg,Flanders,255000,Tiensesteenweg 227/101,E,472,0,0,0,0,0,2,1980,Good,3,1,0,0,0,Installed,Gas,€255000
7952,house,house,10581028,westende,8434,West-Vlaanderen,Flanders,439000,"Heuleplaats, 16",C,290,0,0,0,60,0,2,0,0,4,2,0,0,3,0,0,€439000
7953,house,house,10644776,brugge,8000,West-Vlaanderen,Flanders,140000,Komvest 1,F,731,0,1,0,194,0,2,0,To renovate,3,0,0,0,1,0,Gas,€140000
7954,apartment,apartment,10644773,oostende,8400,West-Vlaanderen,Flanders,149000,Komvest 1,B,187,0,1,0,0,0,2,0,To renovate,2,1,0,0,1,Installed,Gas,€149000
7955,house,house,10644769,gent,9000,Oost-Vlaanderen,Flanders,229000,Pauwstraat 24,D,356,0,0,0,60,0,2,0,Good,1,1,0,0,1,0,0,€229000
7956,house,house,10644768,sint-amandsberg,9040,Oost-Vlaanderen,Flanders,229000,Pauwstraat 24,D,356,0,0,0,60,0,2,0,Good,1,1,0,0,1,0,0,€229000
7957,house,house,10644767,lokeren,9160,Oost-Vlaanderen,Flanders,529000,Pauwstraat 24,B,164,0,1,0,934,0,4,1989,As new,4,1,0,0,2,0,0,€529000
7958,house,villa,10644762,rhode-saint-gen%C3%A8se,1640,Vlaams-Brabant,Flanders,1150000,Avenue des Trembles 3b,D,350,0,0,0,1151,69,4,1961,Good,4,3,0,1,3,Installed,Gas,€1150000
7960,apartment,apartment,10644761,oostende,8400,West-Vlaanderen,Flanders,360000,Harelbekestraat 50,B,103,0,1,0,0,0,2,2016,As new,2,0,0,0,1,Installed,0,€360000
7961,apartment,apartment,10644758,gent,9000,Oost-Vlaanderen,Flanders,1075000,Kortrijksesteenweg 128,B,153,0,1,12,0,0,2,1954,0,3,2,0,1,2,0,Fuel oil,€1075000
7964,house,house,10644751,knokke-heist,8301,West-Vlaanderen,Flanders,339000,Zeedijk 201,F,535,0,0,0,85,0,2,0,Good,3,0,0,0,0,0,0,€339000
7967,house,house,10644738,yvoir,5530,Namur,Wallonia,249000,Place Joséphine Charlotte 4,D,262,0,0,0,0,0,3,0,Good,4,1,0,0,1,Installed,Fuel oil,€249000
7968,apartment,apartment,10644732,antwerp,2000,Antwerpen,Flanders,398000,Kattendijkdok Westkaai 33,A,89,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,€398000
7969,apartment,apartment-block,10644727,antwerp,2000,Antwerpen,Flanders,899000,Pyckestraat 72,B,189,0,0,0,0,0,0,0,0,0,0,0,0,0,Installed,Gas,€899000
