,property_type,property_subtype,immo code,Location,Postcode,Province,Region,Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,Price2,Price_orig,Terrace2
7383,apartment,apartment,10646657,leuven,3010,Vlaams-Brabant,Flanders,239000,Onze-Lieve-Vrouwstraat 129B,1,B,133.0,0,0,0,0,0,3,0,Good,0,1,0,0,1,0,Gas,239000,€239000,0
7384,house,villa,10646656,kraainem,1950,Vlaams-Brabant,Flanders,992000,Onze-Lieve-Vrouwstraat 129B,6,D,376.0,0,1,16,645,50,4,1958,Good,0,2,0,0,3,Installed,0,992000,€992000,1
7385,house,house,10646654,merelbeke,9820,Oost-Vlaanderen,Flanders,300000,Grotesteenweg-Noord 2,3,F,613.0,0,0,0,313,0,3,1952,0,0,1,0,0,1,0,0,300000,€300000,0
7386,house,house,10646651,aarschot,3200,Vlaams-Brabant,Flanders,369000,Veldonkstraat 5,4,B,172.0,0,1,0,281,0,3,1954,Good,0,1,0,0,2,Installed,0,369000,€369000,1
7387,apartment,apartment,10646650,schelle,2627,Antwerpen,Flanders,199000,"Fruithoflaan, 1",3,D,303.0,0,0,0,0,0,3,1952,To be done up,0,1,0,0,1,Installed,Gas,199000,€199000,0
7388,house,house,10646649,herent,3020,Vlaams-Brabant,Flanders,398000,Tiensesteenweg 350,4,F,655.0,0,0,0,352,0,3,1964,To be done up,0,0,0,0,0,0,Gas,398000,€398000,0
7389,apartment,apartment,10646645,gent,9000,Oost-Vlaanderen,Flanders,1495000,Dendermondesteenweg 473,5,A,99.0,0,1,0,0,0,2,1983,0,0,5,0,0,5,0,0,1495000,€1495000,1
7390,house,house,10646644,edegem,2650,Antwerpen,Flanders,1590000,"Fruithoflaan, 1",4,B,147.0,0,0,0,703,0,4,1970,Just renovated,0,3,0,0,3,Hyper equipped,Gas,1590000,€1590000,0
7392,apartment,apartment,10646642,antwerp,2020,Antwerpen,Flanders,179000,"Fruithoflaan, 1",2,B,173.0,0,1,8,0,0,0,0,0,0,1,0,0,1,Not installed,0,179000,€179000,1
7393,house,villa,10646641,keerbergen,3140,Vlaams-Brabant,Flanders,1395000,Baalsebaan 75,5,B,191.0,0,0,0,3487,0,4,1989,As new,0,3,0,0,4,Installed,0,1395000,€1395000,0
7394,apartment,duplex,10646638,schelle,2627,Antwerpen,Flanders,199000,"Fruithoflaan, 1",3,D,303.0,0,0,0,0,0,3,1952,To be done up,0,1,0,0,1,Installed,Gas,199000,€199000,0
7395,apartment,apartment,10476386,menen,8930,West-Vlaanderen,Flanders,145000,Wevelgemstraat 118,2,E,403.0,0,0,0,0,24,2,1990,Good,0,1,0,0,1,0,0,145000,€145000,0
7396,apartment,apartment,10646634,blankenberge,8370,West-Vlaanderen,Flanders,335000,Zeedijk 157,2,C,205.0,1,1,0,0,0,2,1964,Good,0,1,0,0,1,Installed,Electric,335000,€335000,1
7397,apartment,flat-studio,10436386,bredene,8450,West-Vlaanderen,Flanders,99500,Jozef II straat 45,0,C,280.0,0,0,0,0,0,2,1987,Good,0,0,0,0,0,0,Gas,99500,€99500,0
7398,apartment,apartment,10646632,woluwe-saint-lambert,1200,Brussels Hoofdstedelijk Gewest,Brussels,325000,Chaussée de Waterloo 1382,1,C,143.0,0,0,0,0,30,2,1950,Good,0,1,0,0,1,USA hyper equipped,Gas,325000,€325000,0
7399,house,house,10646628,p%C3%A9ruwelz,7600,Hainaut,Wallonia,75000,Grand Place 14,3,E,379.0,0,0,0,350,32,2,0,0,0,0,0,0,0,Installed,0,75000,€75000,0
7400,house,house,10447398,wiers,7608,Hainaut,Wallonia,125000,Grand Place 14,1,G,928.0,0,0,0,650,38,3,0,0,0,1,0,0,0,Installed,Fuel oil,125000,€125000,0
7402,house,house,10511972,romer%C3%A9e,5680,Namur,Wallonia,200000,Faubourg Saint Germain 65,4,E,360.0,0,0,0,994,40,3,0,0,0,1,0,0,1,Installed,Fuel oil,200000,€200000,0
7403,house,house,10646626,philippeville,5600,Namur,Wallonia,185000,Faubourg Saint Germain 65,4,E,360.0,0,0,0,994,40,3,0,0,0,1,0,0,1,Installed,Fuel oil,185000,€185000,0
7404,house,house,10646625,puurs,2870,Antwerpen,Flanders,225000,Dorpshart 10,3,D,386.0,0,1,1,72,24,2,1968,To be done up,0,1,0,0,2,Installed,Gas,225000,€225000,1
7405,apartment,apartment,10646623,kortessem,3720,Limburg,Flanders,295000,"Abeelplein, 15",2,A,98.0,0,1,14,0,0,0,2008,Good,0,1,0,0,1,Installed,Gas,295000,€295000,1
7406,house,house,10646622,geraardsbergen,9500,Oost-Vlaanderen,Flanders,150000,Onkerzelestraat 272,3,F,632.0,0,0,0,60,0,3,0,Good,0,1,0,0,1,Installed,0,150000,€150000,0
7407,house,house,10646620,villers-lez-heest,5080,Namur,Wallonia,295000,Chaussée de Marche 398,4,E,367.0,0,0,0,494,0,0,1850,To renovate,0,1,0,0,2,Semi equipped,Fuel oil,295000,€295000.,0
7408,house,house,10646608,holsbeek,3220,Vlaams-Brabant,Flanders,799000,Vismarkt 10 c,5,A,76.0,0,0,0,490,59,3,2017,0,0,2,0,0,3,Installed,0,799000,€799000,0
7409,house,house,10646606,ans,4430,Liï¿½ge,Wallonia,275000,Rue de Herve 70,3,C,254.0,0,1,17,447,19,2,1913,Good,0,1,1,0,2,Installed,Gas,275000,€275000,1
7410,apartment,flat-studio,10646604,ixelles,1050,Brussels Hoofdstedelijk Gewest,Brussels,175000,Avenue du Bois de la Cambre 115,0,G,528.0,0,0,0,0,21,0,1910,To renovate,0,0,1,0,1,0,Gas,175000,€175000,0
7413,house,house,10646575,kapellen,2950,Antwerpen,Flanders,399000,Britselei 42,3,B,193.0,0,1,20,290,36,2,0,0,0,1,0,0,1,Installed,Gas,399000,€399000,1
7414,apartment,duplex,10646573,nil-saint-vincent-saint-martin,1457,Brabant wallon,Wallonia,275000,Grand' Route 69 A,2,D,337.0,0,1,0,0,0,3,2012,Good,0,1,0,0,1,Installed,0,275000,€275000,1
7415,house,villa,10646572,floreffe,5150,Namur,Wallonia,345000,"Rue de la Station, 64",3,G,557.0,0,1,0,2344,0,4,0,0,0,1,0,0,1,0,Fuel oil,345000,€345000,1
7416,house,house,10646559,berlare,9290,Oost-Vlaanderen,Flanders,339000,Parklaan 187,4,B,138.0,0,0,0,197,36,0,0,Good,0,0,0,0,2,Installed,Gas,339000,€339000,0
7417,house,house,10646558,avelgem,8580,West-Vlaanderen,Flanders,99000,Hulstedorp 18,2,F,738.0,0,1,0,87,0,2,0,To renovate,0,0,0,0,1,Semi equipped,Gas,99000,€99000,1
7419,house,house,10646549,waterloo,1410,Brabant wallon,Wallonia,625000,Venelle de la réserve 2,3,C,255.0,0,1,85,403,35,4,1954,Good,0,1,1,0,2,Hyper equipped,Gas,625000,€625000,1
7420,house,villa,10646547,lasne,1380,Brabant wallon,Wallonia,1225000,Avenue Alphonse Allard 288,4,C,199.0,0,0,0,2170,42,4,0,Good,0,3,0,0,0,0,Gas,1225000,€1225000,0
7422,apartment,apartment,10646541,molenbeek-saint-jean,1080,Brussels Hoofdstedelijk Gewest,Brussels,239000,Rue Potaerdenberg 31,2,D,165.0,0,1,24,0,38,4,1970,To be done up,0,1,0,0,1,Semi equipped,Gas,239000,€239000,1
7423,house,house,10646537,kapellen,2950,Antwerpen,Flanders,409000,Heidestatiestraat 26,4,D,314.0,0,1,0,292,35,3,1952,Good,0,1,0,0,2,Installed,Gas,409000,€409000,1
7424,apartment,apartment,10539054,middelkerke,8430,West-Vlaanderen,Flanders,449000,Leopoldlaan 85,3,C,235.0,0,0,0,0,0,0,0,Good,0,0,1,0,2,Hyper equipped,Electric,449000,€449000,0
7425,house,house,10646532,sugny,5550,Namur,Wallonia,179000,Avenue de Bouillon 3,3,C,205.0,0,0,0,110,0,2,0,0,0,2,0,0,2,Installed,Fuel oil,179000,€179000,0
7426,house,house,10646530,ruisbroek,1601,Vlaams-Brabant,Flanders,275000,"Place Communale , 10A",3,D,400.0,0,1,15,0,30,0,0,Good,0,1,0,0,0,0,Electric,275000,€275000,1
7427,house,house,10646528,overijse,3090,Vlaams-Brabant,Flanders,765000,Brusselsesteenweg 604,5,C,232.0,0,1,14,602,84,4,1976,Good,0,2,1,1,3,USA hyper equipped,Gas,765000,€765000,1
7429,apartment,apartment,10646518,laeken%20%28bruxelles%29,1020,Brussels Hoofdstedelijk Gewest,Brussels,275000,Rue Archimède 17,2,F,311.0,0,0,0,0,0,2,1931,0,0,1,0,1,0,0,Gas,275000,€275000,0
7430,house,mixed-use-building,10646517,charleroi,6060,Hainaut,Wallonia,425000,Boulevard Tirou 94,4,E,403.0,0,0,0,1142,0,3,0,To renovate,0,1,0,0,0,0,0,425000,€425000,0
7431,house,house,10646515,lommel,3920,Limburg,Flanders,479000,Kapittelhof 22,3,C,232.0,0,0,0,1146,0,4,1991,Good,0,1,0,1,0,0,Gas,479000,€479000,0
7432,apartment,apartment,10502385,middelkerke,8430,West-Vlaanderen,Flanders,50000,Leopoldlaan 85,1,C,293.0,1,1,0,0,0,0,0,Good,0,0,0,0,1,Installed,Electric,50000,€50000).,1
7434,house,mixed-use-building,10646510,wevelgem,8560,West-Vlaanderen,Flanders,235000,Hoogstraat 5 B2,3,D,400.0,0,1,50,388,0,2,1992,To renovate,0,0,0,0,0,0,Gas,235000,€235000,1
7435,apartment,apartment,10646482,auderghem,1160,Brussels Hoofdstedelijk Gewest,Brussels,445000,Avenue Baron Albert d'Huart 130,3,E,252.0,0,1,4,0,43,0,1961,Good,0,1,1,0,2,Hyper equipped,Gas,445000,€445000,1
7436,house,villa,10646462,oostkamp,8020,West-Vlaanderen,Flanders,479000,Kortrijksestraat 68,6,E,497.0,0,1,0,960,0,0,0,Good,0,0,0,0,1,Installed,Gas,479000,€479000,1
7438,apartment,apartment,10646455,antwerp,2100,Antwerpen,Flanders,195000,Bredabaan 1026/6,2,C,267.0,0,1,7,0,29,0,0,0,0,1,0,0,1,0,0,195000,€195000,1
7441,apartment,duplex,10646440,herzele,9550,Oost-Vlaanderen,Flanders,225000,Bruisbeke 72,1,B,120.0,0,1,0,0,0,2,2020,As new,0,1,1,0,1,Hyper equipped,Gas,225000,€225000,1
7442,house,villa,10646439,waterloo,1410,Brabant wallon,Wallonia,585000,Rue François Libert 39,3,E,353.0,0,1,15,485,33,4,1953,As new,0,1,0,0,2,0,Fuel oil,585000,€585000,1
7443,house,house,10646436,herstal,4040,Liï¿½ge,Wallonia,165000,Rue de Herve 70,3,F,459.0,0,1,12,100,20,2,0,To renovate,0,1,2,0,3,Installed,Gas,165000,€165000,1
7444,house,house,10646435,montigny-le-tilleul,6110,Hainaut,Wallonia,142000,Chaussée de Charleroi 186,2,D,340.0,0,1,0,490,30,3,0,To renovate,0,1,0,0,1,Semi equipped,Gas,142000,€142000,1
7445,house,house,10646425,biez,1390,Brabant wallon,Wallonia,375000,Rue du Bosquet 29,3,D,330.0,0,1,0,790,14,4,0,0,0,1,0,0,1,Installed,Gas,375000,€375000,1
7446,house,house,10646414,olne,4877,Liï¿½ge,Wallonia,259000,Rue de Herve 70,5,G,671.0,0,1,15,520,16,4,0,To renovate,0,1,1,1,1,Not installed,0,259000,€259000,1
7447,apartment,apartment,10646412,herzele,9550,Oost-Vlaanderen,Flanders,220000,Bruisbeke 72,1,A,92.0,0,0,0,0,0,2,2020,As new,0,1,1,0,1,Hyper equipped,0,220000,€220000,0
7448,apartment,apartment,10646410,asse,1730,Vlaams-Brabant,Flanders,380000,Montagne aux Herbes Potagères 11,3,C,224.0,0,1,0,0,32,4,1981,Good,0,1,0,0,0,0,Gas,380000,€380.000.Info/bezoek:,1
7450,house,house,10646403,harelbeke,8530,West-Vlaanderen,Flanders,269000,Hulstedorp 18,3,D,368.0,0,1,0,418,0,0,0,Good,0,0,0,0,1,Installed,Gas,269000,€269000,1
7451,house,house,10502337,gr%C3%82ce-hollogne,4460,Liï¿½ge,Wallonia,285000,Grand’Route 548,2,G,650.0,0,1,50,401,25,3,0,Good,0,1,0,0,2,Installed,Fuel oil,285000,€285000,1
7452,house,mixed-use-building,10646394,molenbeek-saint-jean,1080,Brussels Hoofdstedelijk Gewest,Brussels,370000,1 Avenue Henri Bourgys,2,G,367.0,0,1,10,0,0,2,0,To renovate,0,2,2,0,3,Semi equipped,Gas,370000,€370000,1
7453,house,villa,10646391,aalst,9300,Oost-Vlaanderen,Flanders,710000,Koning Albertlaan 18,4,F,1015.0,0,1,0,3134,0,4,1955,To renovate,0,0,0,0,0,0,Gas,710000,€710000,1
7454,house,mixed-use-building,10615023,charleroi%20couillet,6010,Hainaut,Wallonia,140000,Rue de Liège 2,2,G,551.0,0,1,0,220,13,2,0,To renovate,0,1,1,0,2,0,0,140000,€140000,1
7455,house,house,10646389,wezembeek-oppem,1970,Vlaams-Brabant,Flanders,280000,"Oppemlaan, 32",2,D,323.0,0,1,0,70,16,2,0,To renovate,0,1,0,0,1,0,0,280000,€280000,1
7456,house,house,10646384,bi%C3%A8vre,5555,Namur,Wallonia,315000,"Chaussée de Namur , 54 Bt 4",5,D,257.0,0,0,0,0,21,4,0,Good,0,1,0,1,1,Installed,Fuel oil,315000,€315000,0
7457,house,villa,10646371,ohain,1380,Brabant wallon,Wallonia,1585000,"Rue des Saules, 31",5,B,162.0,0,1,0,4107,0,4,1989,0,0,2,0,1,3,Installed,Fuel oil,1585000,€1585000,1
7458,apartment,apartment,10646368,ixelles,1050,Brussels Hoofdstedelijk Gewest,Brussels,385000,Avenue Baron Albert d'Huart 130,1,B,94.0,0,1,17,0,31,2,2017,As new,0,1,1,0,1,Hyper equipped,Gas,385000,€385000,1
7459,apartment,penthouse,10646366,bruxelles,1000,Brussels Hoofdstedelijk Gewest,Brussels,295000,Rue de Laeken 91,1,C,96.0,0,0,0,0,33,3,2019,0,0,0,1,0,1,0,Gas,295000,€295000,0
7460,apartment,apartment,10646364,bruxelles,1000,Brussels Hoofdstedelijk Gewest,Brussels,295000,Rue de Laeken 91,1,C,96.0,0,0,0,0,33,3,2019,0,0,0,1,0,1,0,Gas,295000,€295000,0
7461,house,house,10646363,vilvoorde,1800,Vlaams-Brabant,Flanders,319000,Rue de Laeken 91,2,C,275.0,0,1,0,140,33,0,1920,Good,0,1,0,0,0,Not installed,Gas,319000,€319000,1
7462,apartment,apartment,10646360,bruxelles,1000,Brussels Hoofdstedelijk Gewest,Brussels,319000,Rue de Laeken 91,2,C,120.0,0,0,0,0,0,2,2012,Good,0,1,1,0,1,Installed,Gas,319000,€319000,0
7463,house,house,10559956,kessel%20lo,3010,Vlaams-Brabant,Flanders,520000,Geldenaaksebaan 176 C,3,B,191.0,0,0,0,287,0,3,1991,Good,0,1,0,0,2,Installed,Gas,520000,€520000,0
7464,house,house,10646357,outrijve,8582,West-Vlaanderen,Flanders,195000,Otegemstraat 45,4,F,882.0,0,0,0,510,0,2,1932,0,0,1,0,0,0,0,Fuel oil,195000,€195000,0
7465,house,villa,10646355,overijse,3090,Vlaams-Brabant,Flanders,765000,Brusselsesteenweg 415,5,C,232.0,0,1,0,602,65,4,1976,Just renovated,0,2,0,1,3,USA hyper equipped,Gas,765000,€765000,1
7466,house,house,10646352,roeselare,8800,West-Vlaanderen,Flanders,259000,Hulstedorp 18,3,E,482.0,0,1,0,250,0,0,0,Good,0,0,0,0,1,Installed,Gas,259000,€259000,1
7468,apartment,apartment,10646338,laeken,1020,Brussels Hoofdstedelijk Gewest,Brussels,175000,De Limburgstirumlaan 21,1,D,169.0,0,1,13,0,0,2,1976,Good,0,1,0,0,0,0,Gas,175000,€175000,1
7469,house,house,10646337,strombeek-bever,1853,Vlaams-Brabant,Flanders,350000,Kerkhofstraat 76,4,E,479.0,0,0,0,143,33,2,1965,Good,0,1,0,0,0,0,Gas,350000,€350000,0
7470,house,house,10646336,assebroek,8310,West-Vlaanderen,Flanders,465000,Generaal Lemanlaan 202,3,B,146.0,0,1,30,324,33,3,2023,As new,0,2,0,1,3,Hyper equipped,Gas,465000,€465000,1
7473,apartment,new-real-estate-project-apartments,10646320,saint-gilles,1060,Brussels Hoofdstedelijk Gewest,Brussels,1700000,Avenue Louise 251,0,B,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700000,€1700000,0
7474,house,manor-house,10646319,leuven,3000,Vlaams-Brabant,Flanders,945000,Diestsesteenweg 427 C,4,A,90.0,0,1,0,112,26,2,1918,Good,0,2,0,0,3,0,Gas,945000,€945000,1
7475,house,house,10646313,villance,6890,Luxembourg,Wallonia,329900,Rue du Commerce 25,4,D,309.0,0,0,0,2520,0,4,1984,Good,0,1,0,0,2,Installed,Fuel oil,329900,€329900,0
7476,house,villa,10646309,belsele,9111,Oost-Vlaanderen,Flanders,595000,Patotterijstraat 29,3,C,204.0,0,0,0,1414,0,4,1993,Good,0,1,0,0,2,0,Gas,595000,€595000,0
7477,house,house,10244625,geetbets,3450,Vlaams-Brabant,Flanders,165000,Oudestraat 1 bus7,3,F,827.0,0,0,0,298,0,4,0,0,0,0,0,0,0,0,Fuel oil,165000,€165000,0
7478,apartment,duplex,10646289,brussels,1000,Brussels Hoofdstedelijk Gewest,Brussels,565000,Rue Archimède 93b,2,D,207.0,0,0,0,0,60,2,1899,As new,0,1,0,1,2,Hyper equipped,0,565000,€565000,0
7479,house,house,10646286,monceau-sur-sambre,6031,Hainaut,Wallonia,278000,Avenue Paul pastur 380,4,E,391.0,0,1,35,720,32,4,0,0,0,1,0,0,2,Installed,Fuel oil,278000,€278000,1
7480,house,villa,10646284,acoz,6280,Hainaut,Wallonia,288000,Avenue Paul pastur 380,4,G,616.0,0,1,25,1841,26,4,1962,0,0,1,0,0,1,Semi equipped,Fuel oil,288000,€288000,1
7481,house,house,10646275,gr%C3%A2ce-hollogne,4460,Liï¿½ge,Wallonia,285000,Rue du Vieux-Mayeur 51,3,E,412.0,0,0,0,687,26,0,0,Good,0,0,0,0,1,Hyper equipped,Fuel oil,285000,€285000,0
7482,apartment,apartment-block,10646271,mons,7000,Hainaut,Wallonia,199000,Avenue d'Hyon 1,3,D,303.0,0,0,0,50,0,2,0,0,0,3,0,0,3,Installed,0,199000,€199000,0
7483,apartment,apartment-block,10646270,mons,7000,Hainaut,Wallonia,395000,Avenue d'Hyon 1,9,C,214.0,0,0,0,130,0,2,0,0,0,9,0,0,9,Installed,Fuel oil,395000,€395000,0
7484,house,house,10644207,veurne,8630,West-Vlaanderen,Flanders,199000,Houtmarkt 9,2,D,379.0,0,0,0,70,0,3,1918,To be done up,0,1,0,0,0,0,Electric,199000,€199000,0
7485,apartment,duplex,10646269,oudenburg,8460,West-Vlaanderen,Flanders,249000,Oude Zak 14,2,B,151.0,0,1,0,0,0,0,2002,As new,0,1,0,0,2,0,Gas,249000,€249000,1
7486,house,house,10646267,bierbeek,3360,Vlaams-Brabant,Flanders,575000,Hoogstraat 2 bus 1,5,B,141.0,0,1,0,781,0,0,0,As new,0,0,0,0,2,Installed,0,575000,€575000,1
7487,house,villa,10646261,roosdaal,1760,Vlaams-Brabant,Flanders,775000,Stationstraat 32,5,D,319.0,0,1,0,5530,37,4,1990,Good,0,2,0,0,3,Hyper equipped,Fuel oil,775000,€775000,1
7488,house,house,10547878,antheit,4520,Liï¿½ge,Wallonia,219000,Avenue du Condroz 1/0,3,D,283.0,0,0,0,2215,13,4,1850,Good,0,1,0,1,0,0,Gas,219000,€219000,0
7489,apartment,loft,10646260,andrimont,4821,Liï¿½ge,Wallonia,179500,"Avenue Hanlet, 2",0,C,175.0,0,1,12,0,0,2,0,As new,0,0,0,0,0,Not installed,0,179500,€179500,1
7490,house,house,10646259,eeklo,9900,Oost-Vlaanderen,Flanders,229000,Boelare 67,2,D,335.0,0,0,0,71,0,3,1935,Good,0,1,0,0,0,0,Gas,229000,€229000,0
7491,house,house,10646257,st-kruis,8310,West-Vlaanderen,Flanders,469000,Oude Zak 14,3,B,107.0,0,1,0,252,0,2,0,As new,0,2,0,0,3,Hyper equipped,Gas,469000,€469000,1
7492,house,house,10559681,halle,1500,Vlaams-Brabant,Flanders,529000,"Rue Pierre Timmermans, 23",3,F,567.0,0,0,0,770,55,3,0,0,0,2,0,0,2,Installed,Gas,529000,€529000,0
7493,house,house,10646252,kooigem,8510,West-Vlaanderen,Flanders,169000,Oude Zak 14,4,F,1090.0,0,1,0,560,0,4,0,To renovate,0,0,0,0,0,0,0,169000,€169000,1
7494,house,house,10646249,attert,6717,Luxembourg,Wallonia,440000,Route de Marche 143,3,D,335.0,0,0,0,1200,0,4,1993,0,0,1,0,0,0,0,Electric,440000,€440000,0
7495,apartment,apartment,10646235,merksem%20%28antwerpen%29,2170,Antwerpen,Flanders,180000,Lambrechtshoekenlaan 169,2,D,361.0,0,1,3,0,36,3,1970,Good,0,1,0,0,0,0,Fuel oil,180000,€180000,1
7496,house,house,10646233,marche-lez-ecaussinnes,7190,Hainaut,Wallonia,190000,RUE ERNEST MARTEL 24,4,D,320.0,0,1,30,550,23,3,0,0,0,1,1,1,2,0,Gas,190000,€190000,1
7497,house,house,10646222,heist-op-den-berg,2220,Antwerpen,Flanders,259000,Eugeen Woutersstraat 22/A,4,F,816.0,0,0,0,714,40,4,1960,To restore,0,1,0,0,0,0,0,259000,€259000,0
7498,house,house,10547728,buggenhout%20opstal,9255,Oost-Vlaanderen,Flanders,475000,Jan Hammeneikerstraat 125,4,C,258.0,0,1,0,270,25,2,1971,0,0,2,0,0,2,0,Fuel oil,475000,€475000,1
7499,apartment,apartment-block,10420548,buggenhout%20opstal,9255,Oost-Vlaanderen,Flanders,475000,Jan Hammeneikerstraat 125,4,C,258.0,0,1,0,270,25,2,1971,0,0,2,0,0,2,0,Fuel oil,475000,€475000,1
7500,apartment,apartment,10646220,sint-pieters-leeuw,1600,Vlaams-Brabant,Flanders,169000,Rue Léon Théodor 71,1,E,415.0,0,0,0,0,20,2,1974,To renovate,0,1,1,0,1,Installed,Gas,169000,€169000,0
7501,apartment,apartment,10646219,sint-pieters-leeuw,1600,Vlaams-Brabant,Flanders,158900,Rue Léon Théodor 71,2,E,415.0,0,1,3,0,14,2,1974,To renovate,0,1,1,0,1,Installed,Gas,158900,€158900,1
7502,apartment,duplex,10646218,sint-pieters-leeuw,1600,Vlaams-Brabant,Flanders,192500,Rue Léon Théodor 71,3,E,415.0,0,1,2,0,0,2,1974,To renovate,0,2,2,0,2,Installed,Gas,192500,€192500,1
7503,apartment,apartment,10646217,drogenbos,1620,Vlaams-Brabant,Flanders,169000,Rue Léon Théodor 71,1,E,415.0,0,0,0,0,20,2,1974,To renovate,0,1,1,0,1,Installed,Gas,169000,€169000,0
7504,apartment,apartment,10646216,drogenbos,1620,Vlaams-Brabant,Flanders,158900,Rue Léon Théodor 71,2,E,415.0,0,1,3,0,14,2,1974,To renovate,0,1,1,0,1,Installed,Gas,158900,€158900,1
7505,apartment,duplex,10646215,drogenbos,1620,Vlaams-Brabant,Flanders,192500,Rue Léon Théodor 71,3,E,415.0,0,1,2,0,0,2,1974,To renovate,0,2,2,0,2,Installed,Gas,192500,€192500,1
7506,house,house,10529382,vielsalm,6690,Luxembourg,Wallonia,180000,Chaussée de l'Ourthe 65,2,C,243.0,0,1,20,504,36,3,1900,To be done up,0,1,0,0,2,Semi equipped,Fuel oil,180000,€180000§,1
7507,house,house,10646214,temse,9140,Oost-Vlaanderen,Flanders,359000,Boomstraat 93,3,D,388.0,0,1,80,200,22,3,1971,Good,0,1,0,0,1,Installed,Gas,359000,€359000,1
7508,apartment,apartment,10646213,antwerp,2600,Antwerpen,Flanders,328000,Fruithoflaan 56,2,A,27.0,0,1,50,0,0,2,2022,As new,0,1,0,0,0,USA hyper equipped,0,328000,€328000,1
7510,house,house,10610582,kluisbergen,9690,Oost-Vlaanderen,Flanders,185000,Meire 50,2,F,632.0,0,1,0,140,0,3,0,Good,0,1,0,0,1,Installed,Pellet,185000,€185000,1
7511,house,house,10646210,herentals,2200,Antwerpen,Flanders,308000,Graatakker 91,4,D,359.0,0,1,0,210,0,2,1954,Good,0,1,0,1,0,0,Gas,308000,€308000,1
7512,house,house,10646209,melle,9090,Oost-Vlaanderen,Flanders,399000,"Hundelgemsesteenweg, 306",3,D,309.0,0,1,0,278,45,2,2000,Good,0,1,0,0,2,USA hyper equipped,Electric,399000,€399000,1
7513,house,mixed-use-building,10646208,melle,9090,Oost-Vlaanderen,Flanders,399000,"Hundelgemsesteenweg, 306",3,D,309.0,0,1,0,278,45,2,2000,Good,0,1,0,0,2,USA hyper equipped,Electric,399000,€399000,1
7514,house,exceptional-property,10646204,ninove,9400,Oost-Vlaanderen,Flanders,595000,"Hundelgemsesteenweg, 306",8,F,590.0,0,1,0,2356,0,4,0,Good,0,3,2,0,0,0,0,595000,€595000,1
7515,house,exceptional-property,10646203,ninove,9400,Oost-Vlaanderen,Flanders,595000,"Hundelgemsesteenweg, 306",8,F,590.0,0,1,0,2356,0,4,0,Good,0,3,2,0,0,0,0,595000,€595000,1
7517,apartment,apartment,10646200,leuven,3000,Vlaams-Brabant,Flanders,290000,Herbert Hooverplein 14,1,B,156.0,0,1,8,0,0,2,1968,Good,0,1,0,0,1,Installed,Gas,290000,€290000,1
7518,house,house,10646199,bierbeek%20korbeek-lo,3360,Vlaams-Brabant,Flanders,560000,Herbert Hooverplein 14,4,C,289.0,0,1,100,851,0,4,1975,Good,0,1,0,0,2,Installed,Fuel oil,560000,€560000,1
7519,apartment,apartment-block,10646194,liege,4020,Liï¿½ge,Wallonia,299000,Rue J. Wettinck 49,4,C,182.0,0,0,0,450,88,2,0,Good,0,3,3,1,6,Installed,Gas,299000,€299000,0
7520,house,mixed-use-building,10646193,seraing,4102,Liï¿½ge,Wallonia,209000,Rue J. Wettinck 49,4,D,286.0,0,0,0,115,0,3,0,Good,0,5,5,1,3,Semi equipped,Gas,209000,€209000,0
7521,house,mixed-use-building,10646191,seraing,4100,Liï¿½ge,Wallonia,149000,Rue J. Wettinck 49,2,D,320.0,0,0,0,60,0,2,0,To be done up,0,1,0,1,2,Installed,Gas,149000,€149000,0
7522,house,house,10646190,seraing,4101,Liï¿½ge,Wallonia,199000,Rue J. Wettinck 49,4,D,304.0,0,1,50,295,11,3,0,Good,0,2,2,1,2,Installed,Gas,199000,€199000,1
7523,house,house,10646189,seraing,4100,Liï¿½ge,Wallonia,209000,Rue J. Wettinck 49,5,E,363.0,0,1,20,260,34,2,0,As new,0,2,1,1,2,Semi equipped,Fuel oil,209000,€209000,1
7524,house,mixed-use-building,10646187,seraing,4101,Liï¿½ge,Wallonia,149000,Rue J. Wettinck 49,2,D,329.0,0,0,0,65,12,2,0,Good,0,2,2,1,1,0,Gas,149000,€149000,0
7525,house,mixed-use-building,10646186,seraing,4101,Liï¿½ge,Wallonia,149900,Rue J. Wettinck 49,2,F,491.0,0,0,0,193,10,2,0,To be done up,0,0,0,1,2,Not installed,Gas,149900,€149900,0
7526,house,house,10646185,herstal,4040,Liï¿½ge,Wallonia,229000,Rue J. Wettinck 49,2,D,329.0,0,1,48,235,20,2,0,Good,0,1,1,0,1,Installed,Gas,229000,€229000,1
7527,house,house,10646183,saint-nicolas,4420,Liï¿½ge,Wallonia,249500,Rue J. Wettinck 49,4,C,254.0,0,1,12,145,28,2,0,As new,0,2,2,1,2,Semi equipped,Gas,249500,€249500,1
7528,house,mixed-use-building,10646182,grace-hollogne,4460,Liï¿½ge,Wallonia,90000,Rue J. Wettinck 49,1,F,474.0,0,1,6,200,0,3,0,To be done up,0,0,0,1,1,0,0,90000,€90000,1
