,Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,immo_code,Postcode,Price2,Terrace2,Provincie,Gemeenschap
7512,€315000,Basilieklaan 77,2,B,112,0,0,0,0,0,2,1975,Just renovated,0,1,0,0,1,Installed,Gas,10646905,3001,315000,0,Vlaams-Brabant,Flanders
7513,€249000,Avenue de Maire 202,3,D,289,0,0,0,210,0,4,0,0,0,1,0,0,1,0,Gas,10646899,7500,249000,0,Hainaut,Wallonia
7514,€159000,Nationalestraaat 90,2,C,274,0,0,0,0,0,3,1966,Good,0,1,0,0,1,0,Gas,10646896,2060,159000,0,Antwerpen,Flanders
7515,€90000,Avenue de Maire 202,4,F,433,0,0,0,171,0,0,0,To renovate,0,0,0,0,0,0,Gas,10646895,7900,90000,0,Hainaut,Wallonia
7516,€445000,Koning Albertlaan 18,5,A,80,0,1,0,551,0,2,2011,Good,0,1,1,1,2,Installed,Gas,10646883,9700,445000,1,Oost-Vlaanderen,Flanders
7517,€475000,"Rue de Pervyse, 37",2,G,377,0,1,3,0,30,0,0,To be done up,0,1,0,0,1,Not installed,Fuel oil,10644000,1040,475000,1,Brussels Hoofdstedelijk Gewest,Brussels
7518,€258000,Rue du Tabellion 64,1,Not specified,Not specified,0,0,0,0,0,2,0,0,0,1,0,0,1,Installed,Electric,10646870,1060,258000,0,Brussels Hoofdstedelijk Gewest,Brussels
7519,€425000,122 RUE DE MONT-ST-PONT,3,D,185,0,1,25,0,31,3,2012,As new,0,2,1,0,2,Hyper equipped,Gas,10646864,1090,425000,1,Brussels Hoofdstedelijk Gewest,Brussels
7520,€330000,Antwerpsesteenweg 211,4,C,275,0,0,0,70,25,0,0,To be done up,0,1,0,1,2,Semi equipped,Gas,10646863,9000,330000,0,Oost-Vlaanderen,Flanders
7521,€291000,Antwerpsesteenweg 211,3,B,156,0,0,0,0,42,0,0,Good,0,1,0,0,1,0,Gas,10646862,9000,291000,0,Oost-Vlaanderen,Flanders
7522,€291000,Antwerpsesteenweg 211,3,B,156,0,0,0,0,42,0,0,Good,0,1,0,0,1,0,Gas,10646861,9040,291000,0,Oost-Vlaanderen,Flanders
7523,€650000,Rue Paul Emile Janson 2B Boite 12,2,E,219,1,1,20,0,0,0,0,As new,0,0,0,0,1,Hyper equipped,Gas,10646859,1000,650000,1,Brussels Hoofdstedelijk Gewest,Brussels
7524,€530000,rue Antoine Breart 42,2,E,240,0,1,0,0,30,2,1930,0,0,1,1,0,2,USA hyper equipped,Gas,10646857,1050,530000,1,Brussels Hoofdstedelijk Gewest,Brussels
7525,€285000,Rue des ARCHERS 4,4,C,249,0,1,20,1100,32,4,1971,To be done up,0,1,0,1,2,Installed,Fuel oil,7972,20,285000,1,,
7526,€445000,Koning Albertlaan 18,5,A,80,0,1,0,551,0,2,2011,Good,0,1,1,1,2,Installed,Gas,10646855,9700,445000,1,Oost-Vlaanderen,Flanders
7527,€530000,Vesten 47,3,A,27,0,1,0,293,0,3,2022,0,0,1,0,0,2,Installed,0,10571257,9190,530000,1,Oost-Vlaanderen,Flanders
7528,€185000,Rue Rogier 2,2,F,466,0,1,0,1068,30,4,1977,To be done up,0,0,2,0,2,Installed,Gas,10646852,5300,185000,1,Namur,Wallonia
7529,€260000,Rue Rogier 2,3,E,398,0,1,0,1307,46,4,1979,Good,0,1,0,0,2,Semi equipped,Fuel oil,10646851,5351,260000,1,Namur,Wallonia
7530,€260000,Rue Rogier 2,3,E,398,0,1,0,1307,46,4,1979,Good,0,1,0,0,2,Semi equipped,Fuel oil,10646850,5350,260000,1,Namur,Wallonia
7531,€185000,Rue Rogier 2,2,F,466,0,1,0,1068,30,4,1977,To be done up,0,0,2,0,2,Installed,Gas,10646849,5300,185000,1,Namur,Wallonia
7532,€190000,Rue Rogier 2,1,F,458,0,1,0,290,0,3,0,Good,0,0,1,0,1,Installed,Pellet,10646848,5350,190000,1,Namur,Wallonia
7533,€190000,Rue Rogier 2,1,F,458,0,1,0,290,0,3,0,Good,0,0,1,0,1,Installed,Pellet,10646847,5350,190000,1,Namur,Wallonia
7534,€395000,Boulevard de l'Europe 2-1,3,C,255,0,0,0,413,32,0,1980,0,0,1,1,0,2,Installed,Gas,10646846,1340,395000,0,Brabant wallon,Wallonia
7535,€965000,Chaussée de la Hulpe 166,4,C,245,0,1,31,575,49,3,1967,Just renovated,0,2,1,1,3,Installed,Gas,10646845,1970,965000,1,Vlaams-Brabant,Flanders
7536,€325000,Zeelaan 176A,2,B,161,1,1,4,0,0,2,1996,Good,0,1,0,0,1,Installed,Electric,8660,20,325000,1,,
7537,€255000,Noordstraat 10,5,D,351,0,1,0,501,0,2,0,To renovate,0,1,0,0,2,Installed,Gas,10646834,8647,255000,1,West-Vlaanderen,Flanders
7538,€149000,Place Merlot 6,2,G,535,0,1,13,185,29,2,1875,Good,0,1,1,0,1,Semi equipped,Fuel oil,10646830,4100,149000,1,Liï¿½ge,Wallonia
7539,€268000,Wolvertemsesteenweg 98,2,E,463,0,1,12,0,0,4,1968,To be done up,0,1,0,0,1,Installed,Fuel oil,10600327,1853,268000,1,Vlaams-Brabant,Flanders
7540,€243000.,Avenue Paul Janson 82,2,G,824,0,1,3,0,25,2,0,Good,0,1,0,0,1,0,Fuel oil,10646823,1070,243000,1,Brussels Hoofdstedelijk Gewest,Brussels
7541,€243000.,Avenue Paul Janson 82,2,G,815,0,1,3,0,25,2,0,Good,0,1,0,0,1,0,Fuel oil,10646822,1070,243000,1,Brussels Hoofdstedelijk Gewest,Brussels
7542,€243000.,Avenue Paul Janson 82,2,G,820,0,1,3,0,22,2,0,Good,0,1,0,0,1,0,Fuel oil,10646821,1070,243000,1,Brussels Hoofdstedelijk Gewest,Brussels
7543,€246000.,Avenue Paul Janson 82,2,G,380,0,1,7,0,23,2,0,Good,0,1,0,0,1,0,Fuel oil,10646819,1070,246000,1,Brussels Hoofdstedelijk Gewest,Brussels
7544,€243000.,Avenue Paul Janson 82,2,F,343,0,1,8,0,25,2,0,Good,0,1,0,0,1,0,Fuel oil,10646817,1070,243000,1,Brussels Hoofdstedelijk Gewest,Brussels
7545,€290000,Avenue Paul Janson 82,3,D,181,0,1,0,0,0,0,0,Just renovated,0,1,0,0,2,0,Fuel oil,10646816,1080,290000,1,Brussels Hoofdstedelijk Gewest,Brussels
7546,€215000,Avenue Paul Janson 82,2,E,218,0,1,0,0,0,0,0,Good,0,1,0,0,1,USA installed,Gas,10646815,1080,215000,1,Brussels Hoofdstedelijk Gewest,Brussels
7547,€325000.,Avenue Paul Janson 82,2,D,164,0,1,12,0,31,2,1975,Just renovated,0,1,0,0,1,Hyper equipped,Gas,10646814,1190,325000,1,Brussels Hoofdstedelijk Gewest,Brussels
7548,€320000,Avenue de Longwy 340,2,B,108,0,0,0,0,0,0,2001,Good,0,1,0,0,0,Installed,Gas,10575959,6700,320000,0,Luxembourg,Wallonia
7549,€495000,James Ensorlaan 39,2,E,466,0,1,15,478,0,3,1967,To be done up,0,1,0,0,2,Semi equipped,Gas,10520706,3080,495000,1,Vlaams-Brabant,Flanders
7550,€450000,"Rue de l'Eglise, 1",3,D,263,0,1,0,1740,0,4,0,0,0,1,2,0,0,0,Electric,10646809,7760,450000,1,Hainaut,Wallonia
7551,€199000,Chaussée de Charleroi 226,2,G,547,0,1,17,0,21,3,0,Just renovated,0,1,0,0,1,Installed,Pellet,10561928,6060,199000,1,Hainaut,Wallonia
7552,€185000,Rue Grande 2,4,B,165,0,0,0,0,30,4,1875,To renovate,0,1,0,0,2,Semi equipped,0,10419359,5500,185000,0,Namur,Wallonia
7553,€349000,Rue de Malvoisin 38,3,A,Not specified,0,1,0,1009,0,4,2023,As new,0,1,0,0,2,Installed,Gas,10646804,5377,349000,1,Namur,Wallonia
7554,€585000,Rue Fransman 15,5,F,315,0,1,12,150,25,2,1940,Good,0,3,3,1,3,Semi equipped,Gas,10646802,1020,585000,1,Brussels Hoofdstedelijk Gewest,Brussels
7555,€180000,"Route de Mons, 313",3,F,484,0,1,0,430,0,2,0,To be done up,0,1,0,0,2,Semi equipped,Gas,10646801,6560,180000,1,Hainaut,Wallonia
7556,€850000,Chaussée de Marche 474,3,A,80,0,1,20,0,24,2,2021,As new,0,3,3,0,3,USA hyper equipped,Gas,10646797,5100,850000,1,Namur,Wallonia
7557,€279000,Oscar Van Kesbeeckstraat 7,4,F,670,0,1,0,170,0,3,1976,To renovate,0,1,0,0,2,Installed,Gas,10646789,2800,279000,1,Antwerpen,Flanders
7558,€699000,Bredabaan 260,3,C,228,0,1,0,1350,0,4,1973,Just renovated,0,1,1,0,2,Hyper equipped,Gas,10646784,2930,699000,1,Antwerpen,Flanders
7559,€349000,Rue de Malvoisin 38,4,A,Not specified,0,1,0,1460,0,4,2023,As new,0,1,0,0,2,Installed,Gas,10646783,5377,349000,1,Namur,Wallonia
7560,€135000,Faubourg Saint Germain 65,2,G,926,0,0,0,1665,0,4,0,0,0,0,1,0,1,Installed,0,10646782,5660,135000,0,Namur,Wallonia
7561,€425000,Statiestraat 47,3,C,222,0,1,8,130,36,0,0,As new,0,0,0,0,2,Hyper equipped,Gas,10646781,2400,425000,1,Antwerpen,Flanders
7562,€240000,Rue de Plainevaux 102,2,B,126,0,1,39,84,22,2,0,0,0,1,0,0,0,0,Gas,10646779,4000,240000,1,Liï¿½ge,Wallonia
7563,€279000,Sint Cordulastraat 19/1,3,D,384,0,0,0,0,30,2,1958,To renovate,0,1,0,0,1,Semi equipped,Gas,10646775,2170,279000,0,Antwerpen,Flanders
7564,€240000,"Boulevard d'Avroy, 55",2,B,126,0,1,39,84,22,2,0,0,0,1,0,0,0,0,Gas,10646774,4040,240000,1,Liï¿½ge,Wallonia
7565,€240000,"Boulevard d'Avroy, 55",2,B,126,0,1,39,84,22,2,0,0,0,1,0,0,0,0,Gas,10646773,4040,240000,1,Liï¿½ge,Wallonia
7566,€240000,"Boulevard d'Avroy, 55",2,B,126,0,1,39,0,22,2,0,0,0,1,0,0,0,0,Gas,10646772,4040,240000,1,Liï¿½ge,Wallonia
7567,€239000,Chaussée Roosevelt 11,3,F,446,0,1,18,328,0,0,0,Good,0,0,1,0,2,Semi equipped,0,10466771,4480,239000,1,Liï¿½ge,Wallonia
7568,€538000,Antwerpsestraat 34,4,E,484,0,0,0,1989,0,4,1961,To be done up,0,1,0,0,0,Installed,Gas,10646769,2550,538000,0,Antwerpen,Flanders
7569,€349000,Alsembergsesteenweg 259,3,B,140,0,0,0,386,38,2,1875,Just renovated,0,1,0,0,2,Installed,Gas,10646768,1670,349000,0,Vlaams-Brabant,Flanders
7570,€313900,Koning Albertlaan 13,3,Not specified,Not specified,0,0,0,400,0,3,2023,0,0,1,0,0,2,0,0,10646767,3960,313900,0,Limburg,Flanders
7571,€260000,Tiensesteenweg 227/101,8,C,283,0,0,0,919,0,3,0,To be done up,0,6,0,0,0,Semi equipped,Gas,10646765,3890,260000,0,Limburg,Flanders
7572,€275000,Rue de Virginal 83,3,E,343,0,1,5,0,35,3,0,0,0,1,1,0,1,Installed,Gas,10646764,7090,275000,1,Hainaut,Wallonia
7573,€275000,Rue de Virginal 83,3,E,343,0,1,5,0,35,3,0,0,0,1,1,0,1,Installed,Gas,10646759,1460,275000,1,Brabant wallon,Wallonia
7574,€240000,Rue de Plainevaux 102,2,B,126,0,1,39,0,22,2,0,0,0,1,0,0,0,0,Gas,10646758,4000,240000,1,Liï¿½ge,Wallonia
7575,€117000,Koningsstraat 23,2,C,271,0,0,0,0,0,0,0,Good,0,0,0,0,1,Installed,Electric,10548715,8400,117000,0,West-Vlaanderen,Flanders
7576,€339000,Rue de Malvoisin 38,3,A,Not specified,0,1,0,1402,0,4,2023,As new,0,1,0,0,2,Installed,Gas,10646756,5377,339000,1,Namur,Wallonia
7577,€354000,Amsterdamstraat 15 bus202,2,A,85,0,1,0,0,0,3,2018,Good,0,1,0,0,1,Hyper equipped,Gas,10646753,2550,354000,1,Antwerpen,Flanders
7578,€239000,Route du Condroz 94,2,E,350,0,0,0,430,35,3,0,0,0,1,0,0,1,0,Fuel oil,9,3,239000,0,,
7579,€329000,Amsterdamstraat 15 bus202,2,B,186,0,1,20,363,0,2,1946,Good,0,2,-1,0,2,Installed,Gas,10646751,2620,329000,1,Antwerpen,Flanders
7580,€498000,Stationsplein  7A,4,C,255,0,0,0,912,0,4,1975,Just renovated,0,2,0,0,0,0,Fuel oil,10646746,1390,498000,0,Brabant wallon,Wallonia
7581,€365000,"Roterijstraat, 202",2,Not specified,Not specified,0,1,20,122,0,0,2022,Good,0,1,0,0,1,Installed,Gas,10646744,9690,365000,1,Oost-Vlaanderen,Flanders
7582,€295000,"Roterijstraat, 202",2,F,1024,0,1,0,877,0,4,0,To renovate,0,1,0,0,2,Semi equipped,Fuel oil,10646743,8582,295000,1,West-Vlaanderen,Flanders
7583,€365000,"Roterijstraat, 202",2,Not specified,Not specified,0,1,20,0,0,0,2022,Good,0,1,0,0,1,Installed,Gas,10646742,9690,365000,1,Oost-Vlaanderen,Flanders
7584,€985000,Rue du Tabellion 64,5,Not specified,Not specified,0,0,0,325,0,2,0,0,0,0,0,0,0,0,0,10646739,1050,985000,0,Brussels Hoofdstedelijk Gewest,Brussels
7585,€199000,"Avenue Louise, 523",2,C,233,0,1,0,0,0,2,0,Good,0,1,1,0,2,Not installed,Gas,10646738,7000,199000,1,Hainaut,Wallonia
7586,€100000,Rue Hankar 6,2,G,599,0,0,0,150,0,4,0,0,0,1,0,0,2,Installed,Gas,10646737,7300,100000,0,Hainaut,Wallonia
7587,€229000,Chaussée de Bruxelles 386,3,C,246,0,1,0,157,30,2,0,0,0,0,1,0,1,Installed,Gas,10646736,7740,229000,1,Hainaut,Wallonia
7588,€695000,Dorp 35,5,C,261,0,0,0,1657,60,4,1992,Good,0,2,0,0,3,0,Fuel oil,10646735,3140,695000,0,Vlaams-Brabant,Flanders
7589,€309000,Dorp 35,3,C,251,0,0,0,0,38,2,1936,Good,0,1,0,0,2,0,Gas,10646734,2800,309000,0,Antwerpen,Flanders
7590,€469000,"Val des Seigneurs, 9a",3,D,365,0,0,0,183,0,2,1966,Good,0,1,0,0,2,Hyper equipped,Gas,10646733,1950,469000,0,Vlaams-Brabant,Flanders
7591,€419000,Koningsstraat 23,4,C,247,0,1,0,192,0,0,0,Good,0,0,0,0,2,Installed,Gas,10646729,8400,419000,1,West-Vlaanderen,Flanders
7592,€940000,rue de la Cambre 184,4,D,204,0,0,0,345,45,0,0,As new,0,0,2,0,2,Hyper equipped,Fuel oil,10646727,1030,940000,0,Brussels Hoofdstedelijk Gewest,Brussels
7593,€235000,Posterijstraat 61,2,A,97,0,1,0,0,0,0,2003,Good,0,1,0,0,1,0,Gas,10646726,9870,235000,1,Oost-Vlaanderen,Flanders
7594,€215000,Robert Vandammestraat 107,2,B,144,0,0,0,0,26,0,0,Good,0,0,0,0,1,Installed,Gas,10239279,8670,215000,0,West-Vlaanderen,Flanders
7595,€540000,"Avenue Hanlet, 2",7,D,334,0,1,29,1820,37,4,0,Good,0,2,2,1,3,Installed,Gas,10646724,4900,540000,1,Liï¿½ge,Wallonia
7596,€1255248,Kortrijksesteenweg 19,4,Not specified,Not specified,0,0,0,1761,0,4,2023,Good,0,2,0,0,3,0,0,10646722,9850,1255248,0,Oost-Vlaanderen,Flanders
7597,€290000,Grote Markt 16,2,C,278,0,0,0,0,34,0,1969,To renovate,0,0,0,0,0,0,0,10646721,1853,290000,0,Vlaams-Brabant,Flanders
7598,€55.000,Groentemarkt 1,3,D,354,0,1,0,0,0,0,1963,Good,0,0,0,0,0,0,0,10646718,8400,55000,1,West-Vlaanderen,Flanders
7599,€1495000,Graaf De Broquevillestraat 35,8,C,286,0,0,0,4930,0,4,1919,Good,0,3,0,0,0,0,Gas,10646710,3910,1495000,0,Limburg,Flanders
7600,€206775,Sint-Petrus en Paulusstraat 17 bus 1,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9570396,8800,206775,0,West-Vlaanderen,Flanders
7601,€1875000,Turnhoutsebaan 328,4,Not specified,Not specified,0,1,0,2001,66,4,2019,Good,0,4,0,0,5,0,0,10646702,2970,1875000,1,Antwerpen,Flanders
7602,€78000,Avenue Paul pastur 380,2,G,526,0,0,0,430,16,2,0,0,0,1,0,0,1,Not installed,Wood,10646700,6120,78000,0,Hainaut,Wallonia
7603,€265000,Gistelsesteenweg 291,3,D,312,0,0,0,0,0,0,1975,Good,0,0,0,0,0,0,Fuel oil,10646694,8200,265000,0,West-Vlaanderen,Flanders
7604,€431000,Gistelsesteenweg 291,3,Not specified,Not specified,0,1,0,248,0,3,0,0,0,1,0,0,2,0,0,10646692,8200,431000,1,West-Vlaanderen,Flanders
7605,€398000,Avenue Paul pastur 380,3,A,61,0,1,16,0,40,4,0,0,0,0,2,0,2,Semi equipped,Electric,10646691,6280,398000,1,Hainaut,Wallonia
7606,€220000,Rue de Wynants 9,1,Not specified,Not specified,0,1,0,0,0,0,1977,Good,0,1,0,0,0,0,Gas,2036,172,220000,1,,
7607,€175000,Rue de Wynants 9,2,Not specified,Not specified,0,0,0,0,0,0,2004,Good,0,1,0,0,0,0,Fuel oil,8,3,175000,0,,
7608,€350000,Rue de Wynants 9,3,Not specified,Not specified,1,0,0,0,0,0,2008,As new,0,2,0,0,2,0,Fuel oil,2013,190,350000,0,,
7609,€449000,Natiënlaan 199,3,B,141,0,1,0,0,0,4,1978,0,0,1,0,0,1,Installed,0,10646678,8020,449000,1,West-Vlaanderen,Flanders
7610,€319000,Begijnhofdries 31,0,Not specified,Not specified,0,0,0,0,0,2,2007,0,0,0,0,0,0,0,0,10646675,9910,319000,0,Oost-Vlaanderen,Flanders
7611,€294000,Casinostraat 3,2,B,193,0,1,0,0,0,2,1994,Good,0,1,0,0,2,0,0,10646668,9100,294000,1,Oost-Vlaanderen,Flanders
7612,€295000,Hoogstraat 6,2,B,121,0,1,8,0,36,3,2016,Good,0,1,0,0,2,Installed,Gas,10646667,3830,295000,1,Limburg,Flanders
7613,€189000,Grote Markt 35,2,Not specified,Not specified,0,0,0,100,0,2,1953,0,0,1,0,0,1,Semi equipped,Gas,10646664,9500,189000,0,Oost-Vlaanderen,Flanders
7614,€269000,Grote Markt 35,3,B,146,0,1,0,272,0,2,1935,Good,0,1,0,0,2,Installed,0,10646661,9600,269000,1,Oost-Vlaanderen,Flanders
7615,€239000,Onze-Lieve-Vrouwstraat 129B,1,B,133,0,0,0,0,0,3,0,Good,0,1,0,0,1,0,Gas,10646657,3010,239000,0,Vlaams-Brabant,Flanders
7616,€992000,Onze-Lieve-Vrouwstraat 129B,6,D,376,0,1,16,645,50,4,1958,Good,0,2,0,0,3,Installed,0,10646656,1950,992000,1,Vlaams-Brabant,Flanders
7617,€300000,Grotesteenweg-Noord 2,3,F,613,0,0,0,313,0,3,1952,0,0,1,0,0,1,0,0,10646654,9820,300000,0,Oost-Vlaanderen,Flanders
7618,€369000,Veldonkstraat 5,4,B,172,0,1,0,281,0,3,1954,Good,0,1,0,0,2,Installed,0,10646651,3200,369000,1,Vlaams-Brabant,Flanders
7619,€199000,"Fruithoflaan, 1",3,D,303,0,0,0,0,0,3,1952,To be done up,0,1,0,0,1,Installed,Gas,10646650,2627,199000,0,Antwerpen,Flanders
7620,€398000,Tiensesteenweg 350,4,F,655,0,0,0,352,0,3,1964,To be done up,0,0,0,0,0,0,Gas,10646649,3020,398000,0,Vlaams-Brabant,Flanders
7621,€1495000,Dendermondesteenweg 473,5,A,99,0,1,0,0,0,2,1983,0,0,5,0,0,5,0,0,10646645,9000,1495000,1,Oost-Vlaanderen,Flanders
7622,€1590000,"Fruithoflaan, 1",4,B,147,0,0,0,703,0,4,1970,Just renovated,0,3,0,0,3,Hyper equipped,Gas,10646644,2650,1590000,0,Antwerpen,Flanders
7623,€365000,Eug. de Grootelaan 24,3,Not specified,Not specified,0,0,0,361,0,3,2023,0,0,0,0,0,0,0,0,10646643,8800,365000,0,West-Vlaanderen,Flanders
7624,€179000,"Fruithoflaan, 1",2,B,173,0,1,8,0,0,0,0,0,0,1,0,0,1,Not installed,0,10646642,2020,179000,1,Antwerpen,Flanders
7625,€1395000,Baalsebaan 75,5,B,191,0,0,0,3487,0,4,1989,As new,0,3,0,0,4,Installed,0,10646641,3140,1395000,0,Vlaams-Brabant,Flanders
7626,€199000,"Fruithoflaan, 1",3,D,303,0,0,0,0,0,3,1952,To be done up,0,1,0,0,1,Installed,Gas,10646638,2627,199000,0,Antwerpen,Flanders
7627,€145000,Wevelgemstraat 118,2,E,403,0,0,0,0,24,2,1990,Good,0,1,0,0,1,0,0,10476386,8930,145000,0,West-Vlaanderen,Flanders
7628,€335000,Zeedijk 157,2,C,205,1,1,0,0,0,2,1964,Good,0,1,0,0,1,Installed,Electric,10646634,8370,335000,1,West-Vlaanderen,Flanders
7629,€99500,Jozef II straat 45,0,C,280,0,0,0,0,0,2,1987,Good,0,0,0,0,0,0,Gas,10436386,8450,99500,0,West-Vlaanderen,Flanders
7630,€325000,Chaussée de Waterloo 1382,1,C,143,0,0,0,0,30,2,1950,Good,0,1,0,0,1,USA hyper equipped,Gas,10646632,1200,325000,0,Brussels Hoofdstedelijk Gewest,Brussels
7631,€75000,Grand Place 14,3,E,379,0,0,0,350,32,2,0,0,0,0,0,0,0,Installed,0,9,3,75000,0,,
7632,€125000,Grand Place 14,1,G,928,0,0,0,650,38,3,0,0,0,1,0,0,0,Installed,Fuel oil,10447398,7608,125000,0,Hainaut,Wallonia
7633,€100000,Faubourg Saint Germain 65,1,Not specified,Not specified,0,0,0,380,44,0,0,0,0,0,0,0,0,0,0,10646627,5660,100000,0,Namur,Wallonia
7634,€200000,Faubourg Saint Germain 65,4,E,360,0,0,0,994,40,3,0,0,0,1,0,0,1,Installed,Fuel oil,9,3,200000,0,,
7635,€185000,Faubourg Saint Germain 65,4,E,360,0,0,0,994,40,3,0,0,0,1,0,0,1,Installed,Fuel oil,10646626,5600,185000,0,Namur,Wallonia
7636,€225000,Dorpshart 10,3,D,386,0,1,1,72,24,2,1968,To be done up,0,1,0,0,2,Installed,Gas,10646625,2870,225000,1,Antwerpen,Flanders
7637,€295000,"Abeelplein, 15",2,A,98,0,1,14,0,0,0,2008,Good,0,1,0,0,1,Installed,Gas,10646623,3720,295000,1,Limburg,Flanders
7638,€150000,Onkerzelestraat 272,3,F,632,0,0,0,60,0,3,0,Good,0,1,0,0,1,Installed,0,10646622,9500,150000,0,Oost-Vlaanderen,Flanders
7639,€295000.,Chaussée de Marche 398,4,E,367,0,0,0,494,0,0,1850,To renovate,0,1,0,0,2,Semi equipped,Fuel oil,10646620,5080,295000,0,Namur,Wallonia
7640,€799000,Vismarkt 10 c,5,A,76,0,0,0,490,59,3,2017,0,0,2,0,0,3,Installed,0,10646608,3220,799000,0,Vlaams-Brabant,Flanders
7641,€275000,Rue de Herve 70,3,C,254,0,1,17,447,19,2,1913,Good,0,1,1,0,2,Installed,Gas,10646606,4430,275000,1,Liï¿½ge,Wallonia
7642,€175000,Avenue du Bois de la Cambre 115,0,G,528,0,0,0,0,21,0,1910,To renovate,0,0,1,0,1,0,Gas,10646604,1050,175000,0,Brussels Hoofdstedelijk Gewest,Brussels
7643,€365000,Porte d'Ogy 78,2,Not specified,Not specified,0,1,20,122,0,0,2022,Good,0,1,0,0,1,Installed,Gas,7750,27,365000,1,,
7644,€365000,Porte d'Ogy 78,2,Not specified,Not specified,0,1,20,0,0,0,2022,Good,0,1,0,0,1,Installed,Gas,7750,27,365000,1,,
7645,€399000,Britselei 42,3,B,193,0,1,20,290,36,2,0,0,0,1,0,0,1,Installed,Gas,10646575,2950,399000,1,Antwerpen,Flanders
7646,€275000,Grand' Route 69 A,2,D,337,0,1,0,0,0,3,2012,Good,0,1,0,0,1,Installed,0,10646573,1457,275000,1,Brabant wallon,Wallonia
7647,€345000,"Rue de la Station, 64",3,G,557,0,1,0,2344,0,4,0,0,0,1,0,0,1,0,Fuel oil,10646572,5150,345000,1,Namur,Wallonia
7648,€3600000,Rue Defacqz 40,14,F,331,0,1,20,565,25,2,1876,As new,0,9,7,0,9,USA hyper equipped,Gas,10646560,1000,3600000,1,Brussels Hoofdstedelijk Gewest,Brussels
7649,€339000,Parklaan 187,4,B,138,0,0,0,197,36,0,0,Good,0,0,0,0,2,Installed,Gas,10646559,9290,339000,0,Oost-Vlaanderen,Flanders
7650,€99000,Hulstedorp 18,2,F,738,0,1,0,87,0,2,0,To renovate,0,0,0,0,1,Semi equipped,Gas,10646558,8580,99000,1,West-Vlaanderen,Flanders
7651,€525000,Hulstedorp 18,10,Not specified,Not specified,0,0,0,755,0,0,0,Good,0,0,0,0,10,Hyper equipped,0,10646556,8552,525000,0,West-Vlaanderen,Flanders
7652,€625000,Venelle de la réserve 2,3,C,255,0,1,85,403,35,4,1954,Good,0,1,1,0,2,Hyper equipped,Gas,10646549,1410,625000,1,Brabant wallon,Wallonia
7653,€1225000,Avenue Alphonse Allard 288,4,C,199,0,0,0,2170,42,4,0,Good,0,3,0,0,0,0,Gas,10646547,1380,1225000,0,Brabant wallon,Wallonia
7654,€1673/month,Uitbreidingstraat 84,4,Not specified,Not specified,0,1,0,871,0,4,1992,0,0,1,2,0,3,Hyper equipped,Gas,10646545,8020,1673,1,West-Vlaanderen,Flanders
7655,€349000,Rue du Vieux-Mayeur 51,3,Not specified,Not specified,0,1,20,589,31,0,0,Good,0,0,1,0,4,Installed,Electric,10646544,4430,349000,1,Liï¿½ge,Wallonia
7656,€239000,Rue Potaerdenberg 31,2,D,165,0,1,24,0,38,4,1970,To be done up,0,1,0,0,1,Semi equipped,Gas,10646541,1080,239000,1,Brussels Hoofdstedelijk Gewest,Brussels
7657,€409000,Heidestatiestraat 26,4,D,314,0,1,0,292,35,3,1952,Good,0,1,0,0,2,Installed,Gas,10646537,2950,409000,1,Antwerpen,Flanders
7658,€449000,Leopoldlaan 85,3,C,235,0,0,0,0,0,0,0,Good,0,0,1,0,2,Hyper equipped,Electric,10539054,8430,449000,0,West-Vlaanderen,Flanders
7659,€179000,Avenue de Bouillon 3,3,C,205,0,0,0,110,0,2,0,0,0,2,0,0,2,Installed,Fuel oil,10646532,5550,179000,0,Namur,Wallonia
7660,€275000,"Place Communale , 10A",3,D,400,0,1,15,0,30,0,0,Good,0,1,0,0,0,0,Electric,10646530,1601,275000,1,Vlaams-Brabant,Flanders
7661,€765000,Brusselsesteenweg 604,5,C,232,0,1,14,602,84,4,1976,Good,0,2,1,1,3,USA hyper equipped,Gas,10646528,3090,765000,1,Vlaams-Brabant,Flanders
7662,€400000,Stationsplein  7A,2,Not specified,Not specified,0,0,0,2354,0,4,1959,To renovate,0,1,0,0,0,0,Fuel oil,10646527,3040,400000,0,Vlaams-Brabant,Flanders
7663,€800000,Avenue Capouillet 58 A,6,Not specified,Not specified,0,1,0,2330,0,4,0,Just renovated,0,4,0,0,0,Hyper equipped,Fuel oil,10646525,89200,800000,1,,
7664,€275000,Rue Archimède 17,2,F,311,0,0,0,0,0,2,1931,0,0,1,0,1,0,0,Gas,28,20,275000,0,,
7665,€425000,Boulevard Tirou 94,4,E,403,0,0,0,1142,0,3,0,To renovate,0,1,0,0,0,0,0,10646517,6060,425000,0,Hainaut,Wallonia
7666,€479000,Kapittelhof 22,3,C,232,0,0,0,1146,0,4,1991,Good,0,1,0,1,0,0,Gas,10646515,3920,479000,0,Limburg,Flanders
7667,€50000).,Leopoldlaan 85,1,C,293,1,1,0,0,0,0,0,Good,0,0,0,0,1,Installed,Electric,10502385,8430,50000,1,West-Vlaanderen,Flanders
