,Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,immo_code,Postcode,Price2,Terrace2,Provincie,Gemeenschap
0,€469000,Heidestatiestraat 26,3,D,390,0,1,0,760,34,4,0,0,0,1,0,0,2,Installed,0,10666428,2910,469000,1,Antwerpen,Flanders
1,€1395000,"Rue de Wavre, 27",5,C,178,0,1,60,6468,50,4,1988,Good,0,2,3,1,4,Hyper equipped,Fuel oil,10666426,1301,1395000,1,Brabant wallon,Wallonia
2,€285000,Avenue de Longwy 340,2,D,299,0,0,0,0,0,2,0,Good,0,2,0,0,2,Installed,Electric,10666424,6700,285000,0,Luxembourg,Wallonia
3,€285000,Avenue de Longwy 340,2,D,299,0,0,0,0,0,2,0,Good,0,2,0,0,2,Installed,Electric,10666423,6700,285000,0,Luxembourg,Wallonia
4,€425000,"Grote steenweg, 511",2,C,254,0,1,4,0,40,0,0,As new,0,1,0,0,0,Installed,0,10666422,2000,425000,1,Antwerpen,Flanders
5,€725000,Wichelsesteenweg 109,2,Not specified,Not specified,0,1,0,0,0,3,0,Good,0,1,0,0,1,0,0,10666421,9340,725000,1,Oost-Vlaanderen,Flanders
6,€189000,Avenue Louis Libert 1,2,E,346,0,1,0,360,32,2,1934,Good,0,1,0,0,0,Semi equipped,Fuel oil,10666419,4460,189000,1,Liï¿½ge,Wallonia
7,€399999,Avenue Louis Libert 1,4,C,228,0,1,0,1059,44,4,2004,To be done up,0,1,0,1,0,Semi equipped,Fuel oil,10666418,4920,399999,1,Liï¿½ge,Wallonia
8,€324000,Goedehoopstraat 21,3,C,219,0,1,0,65,0,2,0,Good,0,1,0,1,3,0,0,10666417,2850,324000,1,Antwerpen,Flanders
9,€324000,Goedehoopstraat 21,3,C,219,0,1,0,65,0,2,0,Good,0,1,0,1,3,0,0,10666416,2850,324000,1,Antwerpen,Flanders
10,€269000,Affligemsestraat 443,3,D,396,0,0,0,115,24,3,0,Good,0,1,0,0,2,0,Gas,10666410,1770,269000,0,Vlaams-Brabant,Flanders
11,€480000,Route du Condroz 72,4,D,274,0,1,120,2183,16,4,1987,Good,0,2,1,1,2,Installed,Electric,8,3,480000,1,,
12,€239000,Grote Baan 170,3,F,684,0,1,0,132,33,2,1952,Good,0,1,0,0,0,Hyper equipped,Electric,10666405,9300,239000,1,Oost-Vlaanderen,Flanders
13,€335000,Leo de béthunelaan 8,4,Not specified,Not specified,0,1,0,0,0,2,0,0,0,1,0,0,0,Hyper equipped,0,10666403,9300,335000,1,Oost-Vlaanderen,Flanders
14,€215000,Dorpsstraat 84,3,E,487,0,0,0,305,28,2,1946,To renovate,0,1,0,1,0,0,0,10666402,2170,215000,0,Antwerpen,Flanders
15,€170000,Place Emile Delalieux 1,1,B,106,0,1,8,0,26,0,2018,As new,0,1,1,0,1,Installed,Gas,20,20,170000,1,,
16,€310000,Brusselbaan 110,3,B,155,0,1,8,60,33,2,1930,Good,0,1,0,0,0,Installed,Gas,10666396,9300,310000,1,Oost-Vlaanderen,Flanders
17,€2950000,"Avenue de la Forêt de Soignes, 327",6,D,180,0,1,100,1800,80,4,0,As new,0,4,0,1,5,Hyper equipped,0,10666393,1180,2950000,1,Brussels Hoofdstedelijk Gewest,Brussels
18,€297000,Rondplein 14/2,3,B,199,0,1,0,562,28,4,1973,0,0,1,0,1,0,Hyper equipped,0,10666390,3970,297000,1,Limburg,Flanders
19,€395000,Gitschotellei 153-157,3,B,162,0,0,0,161,42,2,0,Just renovated,0,1,0,0,1,0,0,10666385,2100,395000,0,Antwerpen,Flanders
20,€125000,Brusselbaan 90,1,F,688,0,1,5,0,25,2,0,Good,0,1,0,0,1,Semi equipped,Gas,10506515,9300,125000,1,Oost-Vlaanderen,Flanders
21,€125000,Brusselbaan 90,1,C,256,0,1,5,0,25,2,0,To be done up,0,1,0,0,0,Semi equipped,Gas,10506513,9300,125000,1,Oost-Vlaanderen,Flanders
22,€125000,Brusselbaan 90,1,F,686,0,1,5,0,25,2,0,Good,0,1,0,0,1,Installed,Gas,10506511,9300,125000,1,Oost-Vlaanderen,Flanders
23,€155000,Brusselbaan 90,2,E,467,0,0,0,0,40,2,0,Good,0,1,0,0,1,Semi equipped,Gas,10506510,9300,155000,0,Oost-Vlaanderen,Flanders
24,€259000,"Capucienenlaan, 1",4,C,238,0,1,0,150,32,2,0,0,0,1,0,0,1,USA installed,Gas,10666384,9300,259000,1,Oost-Vlaanderen,Flanders
25,€195000,Rue du Moulin 2,3,B,106,0,0,0,0,35,2,0,As new,0,1,0,0,0,Installed,0,3,20,195000,0,,
26,€395000,"Bld des Déportés, 56 A",1,E,383,0,1,0,1330,0,3,0,To be done up,0,1,1,1,2,Installed,Pellet,7540,20,395000,1,,
27,€1990000,Chaussée de Waterloo 1382,5,A,31.76,0,1,40,1184,65,4,2018,As new,0,3,1,1,5,USA hyper equipped,0,10666382,1180,1990000,1,Brussels Hoofdstedelijk Gewest,Brussels
28,€595000,Chaussée de Waterloo 1382,3,D,190,0,1,7,0,54,2,1937,Good,0,2,1,1,2,Hyper equipped,Fuel oil,10666381,1200,595000,1,Brussels Hoofdstedelijk Gewest,Brussels
29,€700000,Voie de L'air Pur 211,3,C,218,0,1,0,3190,50,4,1993,As new,0,1,0,1,2,Installed,Fuel oil,10666371,4877,700000,1,Liï¿½ge,Wallonia
30,€875000,Kempischveldweg 34,5,B,187,0,1,0,2146,46,4,1972,Good,0,2,0,1,0,USA hyper equipped,Gas,10666368,2930,875000,1,Antwerpen,Flanders
31,€1295000,Kempischveldweg 34,5,C,206,0,1,0,2710,0,4,1895,As new,0,2,0,1,0,Hyper equipped,0,10666367,2180,1295000,1,Antwerpen,Flanders
32,€314936,Eikenenweg 73/1,3,Not specified,Not specified,0,0,0,442,0,3,0,As new,0,1,0,0,0,0,0,3850,20,314936,0,,
33,€341850,Eikenenweg 73/1,2,Not specified,Not specified,0,1,32,268,0,3,0,As new,0,2,0,0,0,Hyper equipped,0,10666365,3990,341850,1,Limburg,Flanders
34,€394050,Eikenenweg 73/1,3,Not specified,Not specified,0,1,29,268,0,3,0,As new,0,1,0,0,0,Hyper equipped,0,10666363,3990,394050,1,Limburg,Flanders
35,€570000,Eikenenweg 73/1,2,Not specified,Not specified,0,1,40,0,0,2,0,As new,0,1,0,0,0,Hyper equipped,0,10666361,3500,570000,1,Limburg,Flanders
36,€278887,Eikenenweg 73/1,1,Not specified,Not specified,0,1,7,0,0,2,0,0,0,1,0,0,0,0,0,10666360,3500,278887,1,Limburg,Flanders
37,€595000,Koninlijkelaan 42,4,C,230,0,1,0,333,0,3,0,As new,0,2,0,0,0,0,Gas,10666355,2660,595000,1,Antwerpen,Flanders
38,€325000,Steenweg 299,4,C,211,0,1,0,222,28,3,0,Good,0,1,0,0,0,Installed,Gas,10666354,9300,325000,1,Oost-Vlaanderen,Flanders
39,€469000,"Avenue des Cerisiers, 212",4,F,283,0,1,40,343,40,3,1963,As new,0,1,1,1,2,Hyper equipped,0,10666352,1020,469000,1,Brussels Hoofdstedelijk Gewest,Brussels
40,€469000,"Avenue des Cerisiers, 212",4,C,283,0,1,40,343,40,3,1963,As new,0,1,1,1,2,Hyper equipped,0,1800,20,469000,1,,
41,€240000,"Avenue des Cerisiers, 212",2,E,221,0,1,17,0,28,0,1964,To renovate,0,1,1,0,1,Semi equipped,Gas,10666348,1200,240000,1,Brussels Hoofdstedelijk Gewest,Brussels
42,€299000,"Avenue des Cerisiers, 212",3,D,178,0,1,9,0,30,2,1964,To renovate,0,1,0,0,1,0,Fuel oil,10666347,1200,299000,1,Brussels Hoofdstedelijk Gewest,Brussels
43,€523265,Den Triangel 2,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10666342,9930,523265,0,,
44,€215000,Den Triangel 2,2,B,109,0,1,0,0,0,3,2012,As new,0,1,0,0,1,USA hyper equipped,0,10560725,8810,215000,1,West-Vlaanderen,Flanders
45,€400742,Den Triangel 2,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10666337,8770,400742,0,West-Vlaanderen,Flanders
46,€508496,"Kerkstraat, 38",3,Not specified,Not specified,0,1,0,490,0,4,0,As new,0,1,0,0,2,0,0,10666336,3200,508496,1,Vlaams-Brabant,Flanders
47,€426974,"Kerkstraat, 38",3,Not specified,Not specified,0,1,0,563,0,4,0,As new,0,1,0,0,2,0,0,10666335,1570,426974,1,Vlaams-Brabant,Flanders
48,€200000,Avenue Baron Albert d'Huart 130,2,E,274,0,1,5,0,30,0,1970,To renovate,0,1,1,0,0,Installed,Gas,10666334,1030,200000,1,Brussels Hoofdstedelijk Gewest,Brussels
49,€175000,Kerkstraat 64,2,E,411,0,0,0,260,0,2,0,To be done up,0,1,0,0,1,Installed,Gas,10666333,9160,175000,0,Oost-Vlaanderen,Flanders
50,€950000,Chaussée de Marche 474,5,C,234,0,1,120,24347,40,4,1989,As new,0,2,2,0,2,Installed,Fuel oil,10666313,5150,950000,1,Namur,Wallonia
51,€840000,Rue Belliard 200,5,F,325,0,1,5,0,36,3,1931,As new,0,3,3,1,4,Hyper equipped,Gas,10666312,1150,840000,1,Brussels Hoofdstedelijk Gewest,Brussels
52,€1400000,Rue Belliard 200,8,E,253,0,1,0,305,389,2,1912,Good,0,4,116,1,2,Installed,Gas,10666309,1030,1400000,1,Brussels Hoofdstedelijk Gewest,Brussels
53,€570000,Rue Belliard 200,2,G,733,0,1,8,0,55,2,1960,Just renovated,0,1,0,0,2,USA hyper equipped,Fuel oil,10666308,1040,570000,1,Brussels Hoofdstedelijk Gewest,Brussels
54,€840000,Rue Belliard 200,5,F,325,0,1,5,0,36,3,1931,As new,0,3,0,1,4,Hyper equipped,Gas,10666307,1160,840000,1,Brussels Hoofdstedelijk Gewest,Brussels
55,€525000,Joseph Durieux 151,3,C,173,0,1,50,0,20,3,0,0,0,0,2,1,4,Hyper equipped,0,10666301,5100,525000,1,Namur,Wallonia
56,€189000,Joseph Durieux 151,3,G,557,0,1,27,0,0,3,0,Good,0,1,0,0,1,Semi equipped,Fuel oil,10666300,5070,189000,1,Namur,Wallonia
57,€700000,Joseph Durieux 151,3,C,223,0,1,80,12748,70,4,0,0,0,1,1,1,2,USA hyper equipped,Gas,10666299,5020,700000,1,Namur,Wallonia
58,€700000,Joseph Durieux 151,3,C,223,0,1,80,12748,70,4,0,0,0,1,1,1,2,USA hyper equipped,Gas,10666298,5020,700000,1,Namur,Wallonia
59,€250000,Joseph Durieux 151,4,G,590,0,1,30,1651,50,4,1980,To be done up,0,1,0,1,2,Semi equipped,Fuel oil,10666296,5640,250000,1,Namur,Wallonia
60,€250000,Joseph Durieux 151,4,G,590,0,1,30,1651,50,4,1980,To be done up,0,1,0,1,2,Semi equipped,Fuel oil,10666292,5650,250000,1,Namur,Wallonia
61,€259000,Joseph Durieux 151,3,Not specified,Not specified,0,0,0,880,23,4,2010,0,0,1,0,0,2,0,Fuel oil,10666291,5070,259000,0,Namur,Wallonia
62,€425000,Joseph Durieux 151,3,E,400,0,1,40,5135,50,4,0,0,0,2,0,1,3,USA installed,Fuel oil,10666290,5101,425000,1,Namur,Wallonia
63,€399000,Joseph Durieux 151,4,D,302,0,1,60,5000,56,4,0,To be done up,0,2,0,1,2,0,0,10666289,5190,399000,1,Namur,Wallonia
64,€189000,Joseph Durieux 151,3,G,557,0,1,27,0,0,3,0,Good,0,1,0,0,1,Semi equipped,Fuel oil,10666284,5070,189000,1,Namur,Wallonia
65,€700000,Joseph Durieux 151,3,C,223,0,1,80,12748,70,4,0,0,0,1,1,1,2,USA hyper equipped,Gas,10666283,5020,700000,1,Namur,Wallonia
66,€145000,Joseph Durieux 151,3,Not specified,Not specified,0,1,40,1298,29,3,0,To renovate,0,1,1,0,2,0,Gas,5002,20,145000,1,,
67,€620000,Avenue Louise 589,2,B,82,0,1,40,0,50,2,2005,As new,0,1,0,1,2,USA hyper equipped,Gas,10666278,1170,620000,1,Brussels Hoofdstedelijk Gewest,Brussels
68,€245000,Avenue François Sebrechts 26,2,E,250,0,1,8,0,30,0,1969,As new,0,1,0,0,1,Hyper equipped,0,10666277,1090,245000,1,Brussels Hoofdstedelijk Gewest,Brussels
69,€585.000.,Porte d'Ogy 78,5,G,848,0,1,0,3500,0,4,0,0,0,1,0,0,2,Installed,Fuel oil,10666272,7880,585000,1,Hainaut,Wallonia
70,€585.000.,Porte d'Ogy 78,5,G,848,0,1,0,3500,0,4,0,0,0,1,0,0,2,Installed,Fuel oil,10666271,7880,585000,1,Hainaut,Wallonia
71,€20.000.,Alphonse Claeys-Bouüaertlaan 57/001,2,D,312,0,0,0,0,0,0,1968,To be done up,0,1,0,0,0,0,Gas,10666267,9032,20000,0,Oost-Vlaanderen,Flanders
72,€20.000.,Alphonse Claeys-Bouüaertlaan 57/001,2,D,312,0,0,0,0,0,0,1968,To be done up,0,1,0,0,0,0,Gas,10666266,9000,20000,0,Oost-Vlaanderen,Flanders
73,€339000,Alphonse Claeys-Bouüaertlaan 57/001,5,C,295,0,0,0,70,0,0,1899,To be done up,0,1,0,0,0,Semi equipped,Gas,10666265,9050,339000,0,Oost-Vlaanderen,Flanders
74,€339000,Alphonse Claeys-Bouüaertlaan 57/001,5,C,295,0,0,0,70,0,0,1899,To be done up,0,1,0,0,0,Semi equipped,Gas,10666264,9050,339000,0,Oost-Vlaanderen,Flanders
75,€235000,Betekomsesteenweg 69F,2,D,398,0,0,0,174,0,0,1951,To renovate,0,1,0,1,1,0,Gas,10666262,3200,235000,0,Vlaams-Brabant,Flanders
76,€269950,Koeltorenlaan 11/3,3,E,496,0,1,21,0,28,0,1963,0,0,1,0,0,0,Installed,Gas,10666261,3580,269950,1,Limburg,Flanders
77,€845000,Jan Palfijnstraat 1A,4,D,396,0,0,0,6720,56,0,1966,0,0,1,0,1,0,Hyper equipped,Electric,10666257,8800,845000,0,West-Vlaanderen,Flanders
78,€419000,Vrijheidsplein 19,3,F,872,0,1,0,1425,0,0,1965,To renovate,0,1,0,1,1,Installed,Electric,10666255,9240,419000,1,Oost-Vlaanderen,Flanders
79,€397000,"Uitbreidingstraat 84,",5,D,318,0,0,0,273,36,0,1938,0,0,1,0,1,0,Installed,Gas,10666254,2170,397000,0,Antwerpen,Flanders
80,€155000,"Uitbreidingstraat 84,",2,B,192,0,0,0,0,25,0,0,0,0,0,0,0,0,Installed,Gas,10666253,2660,155000,0,Antwerpen,Flanders
81,€255000,Herdersstraat 5,2,Not specified,Not specified,0,0,0,0,0,0,2023,Good,0,1,1,0,1,Installed,Gas,10666250,2610,255000,0,Antwerpen,Flanders
82,€270000,Herdersstraat 5,2,Not specified,Not specified,0,0,0,0,0,0,2023,Good,0,1,1,0,1,Installed,Gas,10666249,2610,270000,0,Antwerpen,Flanders
83,€299500,Vrijdagmarkt 4,3,Not specified,Not specified,0,0,0,699,0,0,0,Good,0,1,0,0,0,0,0,10644987,8870,299500,0,West-Vlaanderen,Flanders
84,€299500,Vrijdagmarkt 4,3,Not specified,Not specified,0,0,0,699,0,0,0,Good,0,1,0,0,0,0,0,10581762,8870,299500,0,West-Vlaanderen,Flanders
85,€180000,Katelijnestraat 137,3,B,155,0,1,0,0,0,0,1974,As new,0,1,0,0,1,0,0,10666243,8310,180000,1,West-Vlaanderen,Flanders
86,€750000,Jan Stasstraat 3,3,C,213,0,1,96,0,0,0,0,As new,0,3,0,1,0,Hyper equipped,Gas,10545687,3020,750000,1,Vlaams-Brabant,Flanders
87,€298000,Jan Stasstraat 3,1,B,166,0,1,5,0,0,0,2012,0,0,1,0,0,0,0,Gas,10666242,3000,298000,1,Vlaams-Brabant,Flanders
88,€280000,Jan Stasstraat 3,2,C,228,0,0,0,0,0,0,1967,Good,0,1,0,0,1,0,Gas,10666241,3001,280000,0,Vlaams-Brabant,Flanders
89,€265000,Pastoor Mellaertstraat 60,2,B,125,0,1,0,0,0,0,2003,As new,0,1,0,0,2,0,Gas,10666239,2500,265000,1,Antwerpen,Flanders
90,€349000,Artanlaan 2,2,A,100,0,1,0,0,0,0,2003,As new,0,1,0,0,2,0,0,10563903,8400,349000,1,West-Vlaanderen,Flanders
91,€549950,Kolonel Dusartplein 16,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10666232,3500,549950,0,Limburg,Flanders
92,€615000,Artanlaan 2,6,C,218,0,1,0,727,0,0,1968,To renovate,0,1,0,0,0,0,0,10666231,8670,615000,1,West-Vlaanderen,Flanders
93,€825000,Artanlaan 2,2,B,108,0,1,0,0,0,0,2003,0,0,2,0,0,1,0,Gas,10666229,8670,825000,1,West-Vlaanderen,Flanders
94,€439000,Artanlaan 2,5,B,175,0,1,0,237,0,0,0,0,0,4,0,0,4,0,0,10666228,8400,439000,1,West-Vlaanderen,Flanders
95,€225000,Artanlaan 2,3,F,631,0,0,0,0,0,0,1953,To be done up,0,1,0,0,1,0,0,10666227,8620,225000,0,West-Vlaanderen,Flanders
96,€3095000,Artanlaan 2,3,C,220,0,1,0,0,0,0,1994,As new,0,2,0,0,3,Hyper equipped,Electric,10666226,8670,3095000,1,West-Vlaanderen,Flanders
97,€441493,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,684,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,10666224,7170,441493,0,Hainaut,Wallonia
98,€518745,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,2627,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,10666223,7332,518745,0,Hainaut,Wallonia
99,€572412,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,1500,0,0,0,0,0,2,0,0,2,Hyper equipped,Gas,10666222,7802,572412,0,Hainaut,Wallonia
100,€670948,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,2847,0,0,0,0,0,2,0,0,3,Hyper equipped,Gas,10666221,7334,670948,0,Hainaut,Wallonia
101,€504420,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,900,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,8,3,504420,0,,
102,€504582,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,212,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,10666219,1745,504582,0,Vlaams-Brabant,Flanders
103,€518270,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,453,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,10666218,1745,518270,0,Vlaams-Brabant,Flanders
104,€578078,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,550,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,10666217,1540,578078,0,Vlaams-Brabant,Flanders
105,€606576,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,420,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,10666216,1702,606576,0,Vlaams-Brabant,Flanders
106,€845769,LEOPOLDSTRAAT 162,4,Not specified,Not specified,0,0,0,798,0,0,0,0,0,1,0,1,2,Hyper equipped,Gas,10666215,1785,845769,0,Vlaams-Brabant,Flanders
107,€597319,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,400,0,0,0,0,0,1,0,1,2,Hyper equipped,Gas,10666214,1760,597319,0,Vlaams-Brabant,Flanders
108,€674717,LEOPOLDSTRAAT 162,4,Not specified,Not specified,0,0,0,1419,0,0,0,0,0,2,0,0,2,Hyper equipped,Gas,10666213,9940,674717,0,Oost-Vlaanderen,Flanders
109,€790088,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,1833,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,10666212,9990,790088,0,Oost-Vlaanderen,Flanders
110,€596531,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,1002,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,10666211,8940,596531,0,West-Vlaanderen,Flanders
111,€754339,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,1518,0,0,0,0,0,1,0,1,2,Hyper equipped,Gas,10666210,1602,754339,0,Vlaams-Brabant,Flanders
112,€507661,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,792,0,0,0,0,0,1,0,1,2,Hyper equipped,Gas,10666209,8970,507661,0,West-Vlaanderen,Flanders
113,€491357,LEOPOLDSTRAAT 162,4,Not specified,Not specified,0,0,0,383,0,0,0,0,0,2,0,0,2,Hyper equipped,Gas,10666208,8600,491357,0,West-Vlaanderen,Flanders
114,€534415,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,938,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,10666207,9600,534415,0,Oost-Vlaanderen,Flanders
115,€479414,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,1231,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,10666206,9660,479414,0,Oost-Vlaanderen,Flanders
116,€460970,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,924,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,8,3,460970,0,,
117,€454777,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,2025,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,9,3,454777,0,,
118,€469272,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,300,0,0,0,0,0,2,0,0,2,Hyper equipped,Gas,10666203,7911,469272,0,Hainaut,Wallonia
119,€454945,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,786,0,0,0,0,0,1,0,1,2,Hyper equipped,Gas,10666202,7331,454945,0,Hainaut,Wallonia
120,€694203,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,189,0,0,0,0,0,1,0,1,1,0,0,10666201,1790,694203,0,Vlaams-Brabant,Flanders
121,€752984,LEOPOLDSTRAAT 162,3,Not specified,Not specified,0,0,0,258,0,0,0,0,0,1,0,0,1,0,0,10666200,1790,752984,0,Vlaams-Brabant,Flanders
122,€521000,Oude Waalstraat 248,3,Not specified,Not specified,0,0,0,656,0,0,0,0,0,0,0,0,0,0,0,1420,27,521000,0,,
123,€435000,Vrijheidstraat 41,4,D,354,0,1,0,314,48,0,1960,0,0,1,0,1,2,0,0,10666198,9300,435000,1,Oost-Vlaanderen,Flanders
124,€399000,Blancefloerlaan 50,2,C,236,0,1,0,195,0,0,0,As new,0,1,0,0,1,0,0,10608330,2150,399000,1,Antwerpen,Flanders
125,€239000,Dorpsstraat 9,3,E,497,0,0,0,913,38,0,1959,To renovate,0,1,0,0,1,0,0,10666195,3560,239000,0,Limburg,Flanders
126,€249000,Marktplein 14,3,D,360,0,1,0,285,0,0,0,To be done up,0,2,0,0,2,0,0,10666194,8520,249000,1,West-Vlaanderen,Flanders
127,€470000,Marktplein 14,2,F,550,0,0,0,4044,0,0,1973,0,0,1,0,0,1,0,0,10666193,8830,470000,0,West-Vlaanderen,Flanders
128,€235000,Marktplein 14,2,A,79,1,1,0,0,0,0,2016,0,0,1,0,0,1,0,0,10666192,8810,235000,1,West-Vlaanderen,Flanders
129,€249000,Oude Vest 90/1,3,F,667,0,0,0,148,28,0,0,As new,0,1,0,0,1,Installed,Gas,10666191,9200,249000,0,Oost-Vlaanderen,Flanders
130,€385000,"Het Dorlik, 16",3,Not specified,Not specified,0,0,0,0,0,0,2019,0,0,1,0,0,0,0,0,10666188,3500,385000,0,Limburg,Flanders
131,€149000,"Het Dorlik, 16",3,F,604,0,0,0,450,0,0,0,To renovate,0,1,0,0,0,0,0,10666187,3270,149000,0,Vlaams-Brabant,Flanders
132,€239000,"Het Dorlik, 16",2,D,333,0,1,0,85,0,0,0,To renovate,0,1,0,0,1,Not installed,Gas,10666186,3800,239000,1,Limburg,Flanders
133,€524900,"Het Dorlik, 16",3,C,240,0,1,0,220,0,0,0,0,0,1,0,0,0,Installed,Gas,10666184,3500,524900,1,Limburg,Flanders
134,€699000,"Het Dorlik, 16",2,B,121,0,1,0,215,0,0,1920,0,0,1,0,1,2,Installed,Gas,10666183,3500,699000,1,Limburg,Flanders
135,€285000,"Het Dorlik, 16",3,B,154,0,1,0,20060,0,0,2016,0,0,1,0,0,0,Installed,Gas,10666182,3600,285000,1,Limburg,Flanders
136,€365000,Mechelbaan 445,3,F,533,0,1,0,935,0,0,1962,To renovate,0,1,0,0,1,Installed,Gas,10666180,2580,365000,1,Antwerpen,Flanders
137,€625000,Mechelbaan 445,3,A,100,0,0,0,496,0,0,2018,0,0,1,0,0,2,Hyper equipped,Gas,10666179,2580,625000,0,Antwerpen,Flanders
138,€348000,Mechelbaan 445,3,B,145,0,1,0,0,0,0,2008,0,0,1,0,0,2,Installed,Gas,10666178,2220,348000,1,Antwerpen,Flanders
139,€445000,Dorp 32 A,5,A,40,0,0,0,235,0,0,0,0,0,2,0,1,2,0,0,10666177,9890,445000,0,Oost-Vlaanderen,Flanders
140,€375000,Dorp 32 A,5,A,40,0,1,0,235,0,0,0,0,0,2,0,0,0,0,0,10666176,9890,375000,1,Oost-Vlaanderen,Flanders
141,€240000,Avenue Louise 120 (4ème étage),0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,240000,0,,
142,€199000,Avenue Louise 120 (4e étage),2,E,216,0,1,0,0,32,2,1975,Good,0,1,1,0,1,Not installed,Fuel oil,10667177,1080,199000,1,Brussels Hoofdstedelijk Gewest,Brussels
143,€186500,Rue Sylvain Guyaux 85,2,D,289,0,0,0,0,0,0,0,Good,0,0,1,0,1,Semi equipped,Gas,7170,27,186500,0,,
144,€435000,Vrijheid 147,2,Not specified,Not specified,0,1,14,0,0,3,0,Good,0,2,0,0,0,Hyper equipped,Gas,10667173,2390,435000,1,Antwerpen,Flanders
145,€435000,Vrijheid 147,2,Not specified,Not specified,0,1,14,0,0,3,0,Good,0,2,0,0,0,Hyper equipped,Gas,10667172,2390,435000,1,Antwerpen,Flanders
146,€780000,Place Communale 8,5,F,339,0,1,3,100,15,2,1930,To be done up,0,1,2,0,3,Hyper equipped,Gas,10667169,1040,780000,1,Brussels Hoofdstedelijk Gewest,Brussels
147,€88000,Avenue Paul pastur 380,3,F,486,0,0,0,139,23,2,0,0,0,1,1,0,2,Installed,Fuel oil,10667167,5670,88000,0,Namur,Wallonia
148,€238000,Avenue Paul pastur 380,3,C,184,0,1,40,200,38,2,0,0,0,1,0,0,1,Installed,Gas,10667166,6210,238000,1,Hainaut,Wallonia
149,€395000,Avenue Paul pastur 380,2,C,228,0,1,20,1085,48,4,0,0,0,1,0,0,1,Installed,Fuel oil,10667165,6534,395000,1,Hainaut,Wallonia
150,€229000,Hulstedorp 18,3,E,460,0,0,0,313,0,3,0,To be done up,0,0,0,0,1,Semi equipped,Gas,10667164,8540,229000,0,West-Vlaanderen,Flanders
151,€295000,Rue Haute 2,2,E,252,0,1,9,0,13,2,2007,Good,0,1,1,0,1,Installed,Electric,10667161,1080,295000,1,Brussels Hoofdstedelijk Gewest,Brussels
152,€850000,Korenmarkt 55,3,B,194,0,1,0,1366,20,4,1994,0,0,1,2,1,2,0,0,10667156,3140,850000,1,Vlaams-Brabant,Flanders
153,€257663,Overleiestraat 79,2,Not specified,Not specified,0,0,0,179,0,3,2021,0,0,1,0,0,0,0,Gas,10289078,8550,257663,0,West-Vlaanderen,Flanders
154,€539000,Rue de Wand 25,4,F,301,0,1,11,0,32,2,1956,0,0,2,0,0,3,Installed,Fuel oil,10667154,1020,539000,1,Brussels Hoofdstedelijk Gewest,Brussels
155,€399000,Vrijheid 147,2,Not specified,Not specified,0,1,20,0,0,3,0,Good,0,1,0,0,0,Hyper equipped,Gas,10667152,2390,399000,1,Antwerpen,Flanders
